,Trial,Seed,Trial_Seed,Train_RMSE,Train_MAE,Train_MAPE,Train_MSE,Train_PI_Coverage,Test_RMSE,Test_MAE,Test_MAPE,Test_MSE,Test_PI_Coverage
mean,25.5,45.0,24545.0,20.231303053787435,11.011303374422798,9.084386632688988,409.5289326390792,93.51442862639476,294.5686769427763,182.14418052930804,45.37669262820558,87921.30585625775,40.67210144927536
std,14.577379737113251,0.0,14577.379737113251,0.4773538721703815,0.20520034391499342,0.207013966920672,19.509429681869563,0.584513741080072,34.26488087931362,20.194444198127027,4.003785485885144,19585.926049295365,4.460683201537478
min,1.0,45.0,45.0,19.4404724704693,10.593166618873699,8.68057496741303,377.93196987507474,91.26587148903424,215.1466688065126,133.57620061382357,35.34628624168816,46288.08909853922,29.71014492753623
max,50.0,45.0,49045.0,21.599291922110854,11.588974600947934,9.710907769894247,466.52941153656315,94.4978838014621,346.6249406847191,212.27565263589474,51.724727617038845,120148.84950468501,49.36594202898551
