,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,26.9081,1.6984,197.405,69.4118,14.7923,0.9053,120.1135,44.675,11.9296,0.8629,36.0395,9.2455,92.9704,1.1613,42.6178,6.3199,10.0
123,27.253,1.8412,187.3009,57.6748,14.9339,1.0631,113.5785,37.3687,12.1678,1.0715,34.3666,8.0933,93.1012,0.6607,42.4547,6.7851,10.0
456,28.1069,3.3323,195.0672,66.9033,15.2782,1.5122,118.7881,43.3398,12.0166,0.8129,34.4047,9.3551,92.7703,0.8968,40.7609,4.756,10.0
789,26.5256,1.1874,193.3642,38.0288,14.5616,0.6383,117.8064,24.1747,11.9223,0.6441,35.5822,5.3335,93.5629,0.6728,40.1993,4.8743,10.0
1000,26.7386,1.5219,142.5649,30.764,14.6764,0.7447,84.5004,20.1346,12.1899,0.5742,27.7299,4.2991,93.282,0.7909,43.913,10.2922,10.0
