,Trial,Seed,Trial_Seed,Train_RMSE,Train_MAE,Train_MAPE,Train_MSE,Train_PI_Coverage,Test_RMSE,Test_MAE,Test_MAPE,Test_MSE,Test_PI_Coverage
mean,5.5,42.0,4542.0,130.31666009492545,95.94061709196671,4.000122916556661,16995.48952306433,93.86956521739131,1456.7721875117982,1216.5723428090412,25.23942806323182,2172464.6741611417,22.499999999999996
std,3.0276503540974917,0.0,3027.6503540974913,3.8089988139194277,2.309894417602808,0.12377652148525836,1010.2190216518868,0.6300598585299751,236.36005456184807,205.2966732670568,4.306252718662098,667021.2204278,6.330500097265736
min,1.0,42.0,42.0,126.75962643693798,92.29016697095788,3.819565634055145,16068.002894432066,92.6086956521739,1068.1633525424845,881.2643508911133,18.33589318867732,1140972.9477148,12.5
max,10.0,42.0,9042.0,138.11956797751773,98.33619862432066,4.196781482879842,19077.01505829614,94.78260869565217,1758.662836495735,1489.6959012349446,31.272566649636342,3092894.9724712246,34.375
