,Trial,Seed,Trial_Seed,Train_RMSE,Train_MAE,Train_MAPE,Train_MSE,Train_PI_Coverage,Test_RMSE,Test_MAE,Test_MAPE,Test_MSE,Test_PI_Coverage
mean,5.5,789.0,5289.0,391.53113238591584,327.5321826171875,7.016832735942515,173576.7515454637,81.13043478260869,527469.858621427,265460.3734617869,3071.3235386001643,2665793141211.621,64.375
std,3.0276503540974917,0.0,3027.6503540974913,150.1115286048127,144.3366527524821,3.1062815496361447,140013.50901406942,14.48144486322453,1628758.4533617122,810591.1665900189,9386.714013989169,8428321065112.747,31.708823060412435
min,1.0,789.0,789.0,237.13739614901095,179.6475394870924,3.7895196320415296,56234.14465233295,51.30434782608696,1436.6979039201788,1079.9654032389324,12.342142470534982,2064100.8671286355,12.5
max,10.0,789.0,9789.0,703.7791857544636,632.4548254925272,13.643822196785143,495305.1423012158,95.65217391304348,5162675.188978194,2572139.442718506,29783.028461050868,26653215106891.03,91.66666666666666
