,Trial,Seed,Trial_Seed,Train_RMSE,Train_MAE,Train_MAPE,Train_MSE,Train_PI_Coverage,Test_RMSE,Test_MAE,Test_MAPE,Test_MSE,Test_PI_Coverage
mean,5.5,456.0,4956.0,160.6921607178195,121.27779217263928,5.329821846394898,25934.940457214463,93.65217391304347,1017.2985647768089,788.8823361714682,16.063636385976164,1085013.530207736,60.9375
std,3.0276503540974917,0.0,3027.6503540974913,11.203667110615104,13.273890483380333,0.7422711646990637,3707.1815486986193,1.5227739752537623,235.9782483167574,203.3835253933444,3.623625303763454,500950.0383885403,22.14749806467293
min,1.0,456.0,456.0,147.4707264423541,105.883251953125,4.502832047028618,21747.61515743564,90.43478260869566,707.8784338492995,532.5351893107096,11.521705057852987,501091.87710893713,26.041666666666668
max,10.0,456.0,9456.0,184.10501657173174,150.68752653702447,7.096490374085718,33894.65712687762,95.65217391304348,1478.2027222800268,1204.259501139323,24.16988609411883,2185083.2881560824,91.66666666666666
