,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,278.786,6.8852,1611.1103,182.2564,211.7013,6.5919,1459.7449,182.0228,4.527,0.1336,16.2262,1.976,95.7391,0.7614,52.5,19.4395,10.0
123,270.0431,7.2668,1705.9423,364.9817,201.4396,5.8821,1557.958,375.6396,4.2985,0.1431,17.3337,4.1437,95.3043,1.0207,49.375,23.8357,10.0
456,276.1715,14.6942,1902.4742,537.651,206.2534,12.7516,1755.1978,551.9349,4.3884,0.2738,19.5414,6.1156,94.5217,1.4808,42.7083,26.3569,10.0
789,279.9724,11.5292,1409.9216,137.2926,214.178,12.8132,1229.5358,176.5829,4.6168,0.2996,13.7708,1.8525,94.7826,0.71,73.3333,13.7423,10.0
1000,272.4003,7.7197,1806.1655,270.8384,202.4999,6.4191,1662.4438,278.8346,4.3142,0.1409,18.4638,3.0848,95.5652,0.7614,39.7917,17.8257,10.0
