,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,410.6131,0.0,1662.8342,0.0,188.5778,0.0,1519.1612,0.0,4.4471,0.0,16.825,0.0,98.3333,0.0,27.0833,0.0,10.0
123,410.6131,0.0,1662.8342,0.0,188.5778,0.0,1519.1612,0.0,4.4471,0.0,16.825,0.0,98.3333,0.0,27.0833,0.0,10.0
456,410.6131,0.0,1662.8342,0.0,188.5778,0.0,1519.1612,0.0,4.4471,0.0,16.825,0.0,98.3333,0.0,27.0833,0.0,10.0
789,410.6131,0.0,1662.8342,0.0,188.5778,0.0,1519.1612,0.0,4.4471,0.0,16.825,0.0,98.3333,0.0,27.0833,0.0,10.0
1000,410.6131,0.0,1662.8342,0.0,188.5778,0.0,1519.1612,0.0,4.4471,0.0,16.825,0.0,98.3333,0.0,27.0833,0.0,10.0
