,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,272.6524,4.5572,2914.5304,47.0838,212.8343,3.5601,2792.5862,47.8897,3.6623,0.0484,31.1446,0.5458,95.3061,1.3774,11.6667,1.0758,10.0
123,274.574,5.0287,2931.9713,65.2594,214.4147,4.7542,2810.03,65.9933,3.6857,0.0656,31.3422,0.7505,95.5102,1.2907,11.4583,1.098,10.0
456,271.3917,4.1769,2907.228,55.2612,211.809,3.6958,2785.1654,56.3664,3.6478,0.0497,31.06,0.6429,95.3061,1.3774,11.875,1.0063,10.0
789,274.2067,9.0085,2869.3987,135.9458,214.326,7.7357,2746.8571,136.9712,3.6998,0.1547,30.6247,1.5538,94.898,2.2043,12.5,1.701,10.0
1000,271.6912,3.2473,2905.6935,49.478,211.7089,2.79,2783.5621,50.2301,3.6454,0.0361,31.0416,0.5719,94.898,1.4431,11.875,1.0063,10.0
