,Trial,Seed,Trial_Seed,Train_RMSE,Train_MAE,Train_MAPE,Train_MSE,Train_PI_Coverage,Test_RMSE,Test_MAE,Test_MAPE,Test_MSE,Test_PI_Coverage
mean,5.5,42.0,4542.0,270.79301937523104,217.3263588959316,3.840411140391705,73336.41382850926,95.09433962264151,2860.294180066948,2727.1808390299475,30.36187786186004,8196339.707357007,13.125
std,3.0276503540974917,0.0,3027.6503540974913,2.8972182357550196,1.637753771488439,0.01673600867693955,1572.2192358089455,1.3192564127926463,129.34411824515018,128.6937991927783,1.45523490092228,737813.1639704902,1.4061428285636512
min,1.0,42.0,42.0,267.4469364184127,215.6034142836085,3.8135813965962257,71527.86379959449,92.45283018867924,2664.4794287367063,2532.469797770182,28.1611825736227,7099450.626161084,12.5
max,10.0,42.0,9042.0,275.05208162176393,219.84269052181602,3.860311482105013,75653.64760446548,96.22641509433963,3028.4114119765763,2894.371164957682,32.2524459370759,9171275.680189962,16.666666666666664
