,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,255.8416,65.4101,2518.313,760.323,204.6614,63.0367,2103.4101,681.2857,8.8891,2.9291,46.7632,14.4273,77.0435,14.856,39.2708,25.4116,10.0
123,277.5984,80.8171,11391.8727,21270.7596,229.8352,78.0864,6255.5233,10043.3202,10.5968,4.1302,127.0279,196.1119,72.6522,18.9511,53.3333,32.2293,10.0
456,311.0647,62.1564,3391.0766,1139.8358,247.485,53.3773,2747.0787,667.8798,10.334,2.718,58.5705,15.3736,71.1304,12.9663,30.625,22.0436,10.0
789,320.5041,114.8297,3179.8055,1475.3538,268.6296,116.4395,2679.8351,1059.7195,11.8065,4.9613,62.9313,29.5611,66.8261,23.4828,32.2917,28.1057,10.0
1000,321.8741,84.8228,3539.1056,1898.9297,271.2204,79.165,2684.4122,1130.2888,12.6853,3.7699,62.381,27.0256,62.2174,16.9825,48.5417,32.7466,10.0
