Trial,Seed,Trial_Seed,Train_RMSE,Train_MAE,Train_MAPE,Train_MSE,Train_PI_Coverage,Test_RMSE,Test_MAE,Test_MAPE,Test_MSE,Test_PI_Coverage
1,45,45,189.063160567615,143.9274461829144,6.208144900863286,35744.87868381577,90.8695652173913,1671.644609285107,1321.3132756551106,31.450937553567666,2794395.699751958,75.0
2,45,1045,205.86897184975362,154.90258152173914,6.403024523567716,42382.03357047465,90.8695652173913,1813.393174649305,1355.7195294698079,26.320647026303494,3288394.8058646847,67.70833333333334
3,45,2045,368.34457054265926,297.6593994140625,15.409695505407017,135677.72264825608,63.91304347826087,6094.236989926561,3613.5399220784507,70.29947540728915,37139724.48938916,86.45833333333334
4,45,3045,331.20441172131774,277.3136145550272,13.956394707704153,109696.36234366415,70.0,1826.5201660434818,1602.098003546397,46.14511406820053,3336175.916963509,44.79166666666667
5,45,4045,272.59938757917104,220.45133534307064,10.05088170513338,74310.4261085391,88.26086956521739,3819.8911782807345,2759.1442998250327,70.65466051724553,14591568.61390698,82.29166666666666
6,45,5045,322.5362628340845,222.48872123386548,8.052089689991423,104029.64084297762,85.21739130434783,2056.8789587015763,1564.0093816121419,28.484539076139505,4230751.0507492805,45.83333333333333
7,45,6045,251.18184150383757,202.53279657778532,8.522271251364574,63092.31750125898,82.17391304347827,3150.5603238983745,2512.6772480010986,50.68831614455459,9926030.35452263,40.625
8,45,7045,260.61484585617217,201.38847258194633,9.063182946035804,67920.09788063637,86.95652173913044,2715.4956668718805,2091.9180984695754,47.33202528959633,7373916.71679996,90.625
9,45,8045,245.6347077531029,200.42513056216032,8.748458526756412,60336.409652952265,76.08695652173914,2025.2376255342674,1489.1891390482585,27.07627719112191,4101587.4398796777,58.333333333333336
10,45,9045,283.0106717022969,230.4910878057065,9.566338958831478,80095.04029738528,72.17391304347827,3050.1392356347897,2723.527640024821,61.673027866973285,9303349.356758779,11.458333333333332
11,45,10045,181.28066883236934,134.5353616465693,5.555051337676516,32862.68089231117,90.43478260869566,1440.989214649358,1169.8158796628315,37.42739044645596,2076449.9167357737,56.25
12,45,11045,419.888296370846,306.58229078209916,11.144269262274134,176306.1814292114,76.52173913043478,2890.82998667086,2469.822598159313,55.74145248028982,8356898.011835444,46.875
13,45,12045,427.19608506135285,343.9815137780231,13.212048069767302,182496.49509174662,59.130434782608695,2850.1617967015204,2334.8450050354004,46.716075549168565,8123422.26737684,38.54166666666667
14,45,13045,192.39835511060866,144.92538797129757,5.999591208807605,37017.127049267874,85.65217391304348,2208.6473078721415,1901.4412511189778,41.22886308062161,4878122.9305708585,19.791666666666664
15,45,14045,277.36468768601907,217.8262414020041,9.939594216612319,76931.1699751629,85.65217391304348,2637.1817827386017,2147.7070109049478,67.66496942912555,6954727.75520835,72.91666666666666
16,45,15045,194.42917081590738,144.6635057532269,6.0505883122219535,37802.702464161295,88.26086956521739,2672.546027036615,2254.331232070923,47.97567581325254,7142502.266629197,25.0
17,45,16045,418.592225213571,343.9250875721807,13.518355681049204,175219.45100924897,46.52173913043478,3061.6251120702236,2478.648546854655,49.21266127957864,9373548.32685901,30.208333333333332
18,45,17045,372.8179143313845,301.82677904211954,12.482511805427578,138993.19724640355,72.17391304347827,1594.783705089739,1459.8703536987305,39.6866217488391,2543335.0660197553,50.0
