,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,20.3364,0.4325,265.4231,41.4736,11.0622,0.2197,164.4903,25.4743,9.1248,0.2601,41.4305,4.5336,93.5013,0.4889,39.3116,6.2818,10.0
123,20.4064,0.7221,298.8046,30.2004,11.1321,0.3053,185.2935,18.2764,9.1473,0.195,45.5731,3.6264,93.486,0.4582,40.9058,5.2824,10.0
456,20.2051,0.3254,288.9235,38.9253,11.0104,0.159,179.0703,23.2861,9.1719,0.0729,45.1848,4.1207,93.5475,0.5722,41.6667,2.9589,10.0
789,20.4315,0.4913,292.5992,39.8387,11.0758,0.1835,181.6391,23.5298,9.0666,0.124,44.794,4.4766,93.6206,0.2878,40.0906,5.1217,10.0
1000,19.9877,0.1711,277.6178,35.6402,10.9373,0.0596,171.8817,20.879,9.0688,0.1044,43.1923,3.7305,93.3859,0.5808,40.625,5.6927,10.0
