,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,130.5083,4.1497,1490.6786,303.5479,95.6361,2.925,1245.9623,267.5754,3.9613,0.166,25.9576,5.6899,93.9381,0.5131,24.0625,13.2896,10.0
123,132.1353,4.0904,1241.9095,380.4552,97.4588,3.5212,1022.106,341.2302,4.0493,0.191,21.2802,7.0587,93.8496,0.8199,39.2708,27.49,10.0
456,131.4464,5.1914,1498.4759,246.2719,95.8902,3.1212,1250.2742,215.168,3.9608,0.1568,25.9263,4.6008,93.7168,0.6188,22.5,6.4438,10.0
789,134.3996,5.7836,1658.3149,274.2701,96.3903,2.5167,1390.9527,235.4125,3.9378,0.1039,28.988,4.9639,93.3628,0.6258,19.0625,4.9605,10.0
1000,129.5957,3.2093,1451.5602,214.4266,94.8657,1.1719,1211.6153,183.7115,3.929,0.0719,25.1604,3.8089,93.9823,0.5597,22.9167,5.5338,10.0
