Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Seq2Seq+Attention_Mean,Seq2Seq+Attention_CI_Lower,Seq2Seq+Attention_CI_Upper,Seq2Seq+Attention_PI_Lower,Seq2Seq+Attention_PI_Upper,Dataset,Horizon,Horizon_Months
2015-06-01,4369.0,4019.0132157287394,4019.0132157287394,4019.0132157287394,1360.2523117563487,6677.77411970113,4754.6665,4716.768,4792.565,2020.4202,7488.913,Train,2020-2023,48
2015-07-01,4672.0,3910.9735683921876,3910.9735683921876,3910.9735683921876,1252.212664419797,6569.734472364578,4675.4907,4632.817,4718.1646,1941.2444,7409.7373,Train,2020-2023,48
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1381.2566528007524,6698.778460745534,4756.6,4717.561,4795.639,2022.3538,7490.8467,Train,2020-2023,48
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1422.5723990601373,6740.094207004919,4759.988,4723.489,4796.487,2025.7415,7494.2344,Train,2020-2023,48
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1434.4200252849132,6751.941833229695,4789.0522,4752.106,4825.9985,2054.806,7523.299,Train,2020-2023,48
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1472.7510788315199,6790.272886776302,4814.79,4778.675,4850.9053,2080.5437,7549.036,Train,2020-2023,48
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1298.0293242172725,6615.551132162054,4742.952,4698.8926,4787.0117,2008.7058,7477.198,Train,2020-2023,48
2016-01-01,4911.0,6612.7574174504825,6612.757417450482,6612.757417450483,3953.996513478092,9271.518321422873,4711.8184,4668.6313,4755.0054,1977.572,7446.0645,Train,2020-2023,48
2016-02-01,5218.0,3880.7961164377994,3880.7961164377994,3880.7961164377994,1222.0352124654087,6539.55702041019,4836.1147,4800.9336,4871.296,2101.8684,7570.3613,Train,2020-2023,48
2016-03-01,5759.0,5139.369832225705,5139.369832225704,5139.369832225706,2480.6089282533144,7798.130736198096,5019.007,4981.482,5056.5317,2284.7605,7753.253,Train,2020-2023,48
2016-04-01,5456.0,5071.53304853537,5071.53304853537,5071.53304853537,2412.772144562979,7730.29395250776,5301.939,5256.069,5347.809,2567.6926,8036.1855,Train,2020-2023,48
2016-05-01,5359.0,5290.317526422476,5290.317526422475,5290.3175264224765,2631.556622450085,7949.078430394866,5423.3447,5385.419,5461.2705,2689.0984,8157.591,Train,2020-2023,48
2016-06-01,5305.0,4829.847633633448,4829.847633633447,4829.847633633449,2171.0867296610572,7488.608537605838,5490.1187,5452.503,5527.7344,2755.8723,8224.365,Train,2020-2023,48
2016-07-01,5769.0,5240.757703684619,5240.757703684618,5240.75770368462,2581.996799712228,7899.51860765701,5504.936,5464.9487,5544.9233,2770.6897,8239.183,Train,2020-2023,48
2016-08-01,5565.0,5426.495084129827,5426.495084129827,5426.495084129827,2767.734180157436,8085.255988102217,5637.9907,5597.6353,5678.346,2903.7444,8372.237,Train,2020-2023,48
2016-09-01,5367.0,5270.274065695113,5270.274065695113,5270.274065695113,2611.513161722722,7929.034969667504,5619.524,5579.7036,5659.344,2885.2776,8353.7705,Train,2020-2023,48
2016-10-01,5633.0,5196.105967111224,5196.105967111223,5196.105967111225,2537.3450631388337,7854.8668710836155,5570.624,5530.217,5611.0312,2836.3777,8304.87,Train,2020-2023,48
