Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Transformer_Mean,Transformer_CI_Lower,Transformer_CI_Upper,Transformer_PI_Lower,Transformer_PI_Upper,Dataset,Horizon,Horizon_Months
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1714.6387191147442,6365.396394431542,5168.2188,5066.498,5269.9395,2590.7058,7745.7314,Train,2020-2021,24
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1755.954465374129,6406.712140690926,5177.1143,5073.0645,5281.164,2599.6013,7754.627,Train,2020-2021,24
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1767.802091598905,6418.559766915703,5198.8037,5100.8633,5296.744,2621.2908,7776.3164,Train,2020-2021,24
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1806.1331451455117,6456.890820462309,5189.0,5093.1997,5284.8003,2611.487,7766.5127,Train,2020-2021,24
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1631.4113905312643,6282.169065848062,5177.7026,5080.984,5274.4214,2600.1897,7755.216,Train,2020-2021,24
2016-01-01,4911.0,6612.7574174504825,6612.757417450482,6612.757417450483,4287.378579792084,8938.136255108882,5170.6626,5068.782,5272.543,2593.1497,7748.176,Train,2020-2021,24
2016-02-01,5218.0,3880.7961164377994,3880.7961164377994,3880.7961164377994,1555.4172787794005,6206.174954096198,5210.827,5106.372,5315.282,2633.3142,7788.34,Train,2020-2021,24
2016-03-01,5759.0,5139.369832225705,5139.369832225704,5139.369832225706,2813.990994567306,7464.748669884104,5264.445,5169.325,5359.5645,2686.932,7841.958,Train,2020-2021,24
2016-04-01,5456.0,5071.53304853537,5071.53304853537,5071.53304853537,2746.154210876971,7396.911886193769,5351.229,5272.215,5430.243,2773.716,7928.742,Train,2020-2021,24
2016-05-01,5359.0,5290.317526422476,5290.317526422475,5290.3175264224765,2964.9386887640767,7615.696364080874,5404.3022,5333.5425,5475.062,2826.7893,7981.8154,Train,2020-2021,24
2016-06-01,5305.0,4829.847633633448,4829.847633633447,4829.847633633449,2504.468795975049,7155.226471291847,5458.779,5385.472,5532.0854,2881.2659,8036.292,Train,2020-2021,24
2016-07-01,5769.0,5240.757703684619,5240.757703684618,5240.75770368462,2915.37886602622,7566.136541343018,5527.965,5476.574,5579.3555,2950.452,8105.4775,Train,2020-2021,24
2016-08-01,5565.0,5426.495084129827,5426.495084129827,5426.495084129827,3101.116246471428,7751.873921788226,5639.3696,5594.8477,5683.8916,3061.8567,8216.883,Train,2020-2021,24
2016-09-01,5367.0,5270.274065695113,5270.274065695113,5270.274065695113,2944.895228036714,7595.652903353512,5687.7935,5643.379,5732.208,3110.2805,8265.307,Train,2020-2021,24
2016-10-01,5633.0,5196.105967111224,5196.105967111223,5196.105967111225,2870.7271294528255,7521.484804769623,5693.9893,5654.3335,5733.645,3116.4763,8271.502,Train,2020-2021,24
2016-11-01,5664.0,5198.161781893118,5198.161781893117,5198.161781893119,2872.7829442347193,7523.540619551517,5683.2603,5642.352,5724.1685,3105.7473,8260.773,Train,2020-2021,24
2016-12-01,6082.0,5781.873534568688,5781.873534568688,5781.873534568688,3456.4946969102893,8107.252372227087,5704.288,5667.8594,5740.717,3126.7751,8281.801,Train,2020-2021,24
2017-01-01,6505.0,8520.321143197367,8520.321143197365,8520.321143197369,6194.942305538968,10845.699980855767,5766.52,5728.387,5804.653,3189.007,8344.033,Train,2020-2021,24
2017-02-01,5813.0,6273.022702647091,6273.02270264709,6273.022702647092,3947.6438649886923,8598.401540305491,5849.3423,5793.518,5905.1665,3271.8293,8426.855,Train,2020-2021,24
2017-03-01,6379.0,6236.731057174812,6236.731057174811,6236.731057174813,3911.3522195164132,8562.109894833211,5849.8613,5786.5044,5913.2183,3272.3484,8427.374,Train,2020-2021,24
2017-04-01,6091.0,5940.5636148412095,5940.5636148412095,5940.5636148412095,3615.1847771828106,8265.942452499608,5906.052,5829.6367,5982.467,3328.5388,8483.564,Train,2020-2021,24
2017-05-01,6219.0,6083.567611571126,6083.567611571126,6083.567611571126,3758.188773912727,8408.946449229525,5942.2607,5879.2627,6005.259,3364.7478,8519.773,Train,2020-2021,24
2017-06-01,6052.0,5914.453426235051,5914.45342623505,5914.453426235052,3589.074588576652,8239.83226389345,5983.321,5919.8047,6046.837,3405.8079,8560.834,Train,2020-2021,24
2017-07-01,6105.0,6302.191910972758,6302.191910972757,6302.191910972759,3976.813073314359,8627.570748631157,5994.671,5926.7197,6062.622,3417.158,8572.184,Train,2020-2021,24
2017-08-01,6030.0,5950.693722263453,5950.693722263452,5950.693722263454,3625.3148846050544,8276.072559921853,5996.4233,5936.9907,6055.856,3418.9104,8573.937,Train,2020-2021,24
2017-09-01,5969.0,5881.1846395819475,5881.184639581947,5881.184639581948,3555.8058019235486,8206.563477240346,5973.4946,5917.8364,6029.153,3395.9817,8551.008,Train,2020-2021,24
2017-10-01,5707.0,6013.681116690955,6013.681116690955,6013.681116690955,3688.302279032556,8339.059954349354,5977.836,5925.1313,6030.5405,3400.323,8555.349,Train,2020-2021,24
2017-11-01,5681.0,5433.748151074083,5433.748151074082,5433.748151074084,3108.369313415684,7759.126988732482,5937.766,5888.737,5986.7954,3360.2532,8515.279,Train,2020-2021,24
