Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Seq2Seq_Mean,Seq2Seq_CI_Lower,Seq2Seq_CI_Upper,Seq2Seq_PI_Lower,Seq2Seq_PI_Upper,Dataset,Horizon,Horizon_Months
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1361.8734492690305,6718.161664277255,4819.2104,4795.056,4843.3647,2135.658,7502.7627,Train,2020-2023,48
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1403.1891955284154,6759.4774105366405,4850.2607,4826.0293,4874.492,2166.7083,7533.8135,Train,2020-2023,48
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1415.0368217531914,6771.325036761416,4871.8193,4847.5005,4896.138,2188.2668,7555.372,Train,2020-2023,48
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1453.367875299798,6809.656090308023,4900.404,4875.9365,4924.871,2216.8513,7583.956,Train,2020-2023,48
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1278.6461206855506,6634.934335693775,4823.396,4800.393,4846.399,2139.8435,7506.948,Train,2020-2023,48
2016-01-01,4911.0,6612.7574174504825,6612.757417450482,6612.757417450483,3934.61330994637,9290.901524954596,4792.0737,4768.2207,4815.927,2108.5212,7475.626,Train,2020-2023,48
2016-02-01,5218.0,3880.7961164377994,3880.7961164377994,3880.7961164377994,1202.6520089336868,6558.940223941912,4898.622,4872.098,4925.146,2215.0696,7582.175,Train,2020-2023,48
2016-03-01,5759.0,5139.369832225705,5139.369832225704,5139.369832225706,2461.2257247215925,7817.513939729817,5072.2256,5039.2876,5105.1636,2388.673,7755.7783,Train,2020-2023,48
2016-04-01,5456.0,5071.53304853537,5071.53304853537,5071.53304853537,2393.388941031257,7749.677156039483,5360.3994,5313.25,5407.549,2676.847,8043.952,Train,2020-2023,48
2016-05-01,5359.0,5290.317526422476,5290.317526422475,5290.3175264224765,2612.173418918363,7968.461633926589,5473.2324,5430.474,5515.9907,2789.68,8156.785,Train,2020-2023,48
2016-06-01,5305.0,4829.847633633448,4829.847633633447,4829.847633633449,2151.7035261293354,7507.991741137561,5502.4727,5466.9146,5538.031,2818.9202,8186.0254,Train,2020-2023,48
