Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,LSTM_Mean,LSTM_CI_Lower,LSTM_CI_Upper,LSTM_PI_Lower,LSTM_PI_Upper,Dataset,Horizon,Horizon_Months
2015-06-01,4369.0,4019.0132157287394,4019.0132157287394,4019.0132157287394,1360.2523117563487,6677.77411970113,4182.5195,3131.269,5233.77,2270.2874,6094.752,Train,2020-2023,48
2015-07-01,4672.0,3910.9735683921876,3910.9735683921876,3910.9735683921876,1252.212664419797,6569.734472364578,4161.106,3115.2268,5206.9854,2248.8738,6073.338,Train,2020-2023,48
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1381.2566528007524,6698.778460745534,4250.5166,3182.0703,5318.963,2338.2844,6162.749,Train,2020-2023,48
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1422.5723990601373,6740.094207004919,4161.8525,3115.7825,5207.923,2249.6204,6074.085,Train,2020-2023,48
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1434.4200252849132,6751.941833229695,4201.1694,3145.2205,5257.118,2288.9373,6113.4014,Train,2020-2023,48
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1472.7510788315199,6790.272886776302,4189.4688,3136.482,5242.4556,2277.2366,6101.701,Train,2020-2023,48
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1298.0293242172725,6615.551132162054,4275.7197,3200.991,5350.448,2363.4875,6187.952,Train,2020-2023,48
2016-01-01,4911.0,6612.7574174504825,6612.757417450482,6612.757417450483,3953.996513478092,9271.518321422873,4250.0024,3181.7144,5318.2905,2337.7703,6162.2344,Train,2020-2023,48
2016-02-01,5218.0,3880.7961164377994,3880.7961164377994,3880.7961164377994,1222.0352124654087,6539.55702041019,4238.9844,3173.4783,5304.49,2326.7522,6151.217,Train,2020-2023,48
2016-03-01,5759.0,5139.369832225705,5139.369832225704,5139.369832225706,2480.6089282533144,7798.130736198096,4251.645,3182.916,5320.374,2339.4128,6163.877,Train,2020-2023,48
2016-04-01,5456.0,5071.53304853537,5071.53304853537,5071.53304853537,2412.772144562979,7730.29395250776,4304.8213,3222.2986,5387.3438,2392.589,6217.0537,Train,2020-2023,48
2016-05-01,5359.0,5290.317526422476,5290.317526422475,5290.3175264224765,2631.556622450085,7949.078430394866,4546.98,3403.611,5690.3486,2634.7478,6459.212,Train,2020-2023,48
