Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,TCN_Mean,TCN_CI_Lower,TCN_CI_Upper,TCN_PI_Lower,TCN_PI_Upper,Dataset,Horizon,Horizon_Months
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1441.60071602349,6638.434397522797,4314.23,4105.8477,4522.6123,-848.0293,9476.489,Train,2020-2022,36
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1482.9164622828748,6679.750143782181,4234.7476,4083.701,4385.794,-927.5117,9397.007,Train,2020-2022,36
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1494.7640885076507,6691.597770006957,4278.872,4081.585,4476.159,-883.3872,9441.131,Train,2020-2022,36
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1533.0951420542574,6729.928823553564,4308.3623,4152.4146,4464.31,-853.897,9470.621,Train,2020-2022,36
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1358.37338744001,6555.207068939317,4118.514,3927.643,4309.3853,-1043.7451,9280.773,Train,2020-2022,36
2016-01-01,4911.0,6612.7574174504825,6612.757417450482,6612.757417450483,4014.3405767008294,9211.174258200135,4199.1797,4011.4814,4386.878,-963.0796,9361.439,Train,2020-2022,36
2016-02-01,5218.0,3880.7961164377994,3880.7961164377994,3880.7961164377994,1282.3792756881462,6479.212957187452,4414.425,4244.1924,4584.657,-747.8345,9576.684,Train,2020-2022,36
2016-03-01,5759.0,5139.369832225705,5139.369832225704,5139.369832225706,2540.952991476052,7737.786672975359,4649.741,4457.5684,4841.914,-512.51807,9812.0,Train,2020-2022,36
2016-04-01,5456.0,5071.53304853537,5071.53304853537,5071.53304853537,2473.1162077857166,7669.949889285022,5071.4287,4874.6123,5268.245,-90.83057,10233.6875,Train,2020-2022,36
2016-05-01,5359.0,5290.317526422476,5290.317526422475,5290.3175264224765,2691.9006856728224,7888.734367172128,4975.4136,4810.248,5140.579,-186.8457,10137.673,Train,2020-2022,36
2016-06-01,5305.0,4829.847633633448,4829.847633633447,4829.847633633449,2231.4307928837948,7428.264474383101,5044.6426,4884.119,5205.166,-117.6167,10206.902,Train,2020-2022,36
2016-07-01,5769.0,5240.757703684619,5240.757703684618,5240.75770368462,2642.3408629349656,7839.174544434272,4997.925,4809.5376,5186.312,-164.33447,10160.184,Train,2020-2022,36
2016-08-01,5565.0,5426.495084129827,5426.495084129827,5426.495084129827,2828.0782433801737,8024.91192487948,5297.927,5071.216,5524.6377,135.66748,10460.186,Train,2020-2022,36
2016-09-01,5367.0,5270.274065695113,5270.274065695113,5270.274065695113,2671.8572249454596,7868.690906444766,5075.4717,4871.591,5279.3525,-86.7876,10237.73,Train,2020-2022,36
2016-10-01,5633.0,5196.105967111224,5196.105967111223,5196.105967111225,2597.689126361571,7794.522807860878,4999.8643,4780.761,5218.9673,-162.39502,10162.123,Train,2020-2022,36
2016-11-01,5664.0,5198.161781893118,5198.161781893117,5198.161781893119,2599.744941143465,7796.578622642772,5166.866,4969.119,5364.6133,4.6069336,10329.125,Train,2020-2022,36
2016-12-01,6082.0,5781.873534568688,5781.873534568688,5781.873534568688,3183.456693819035,8380.290375318342,5203.6797,4981.425,5425.9346,41.42041,10365.939,Train,2020-2022,36
2017-01-01,6505.0,8520.321143197367,8520.321143197365,8520.321143197369,5921.904302447714,11118.73798394702,5483.871,5280.0386,5687.7036,321.61182,10646.131,Train,2020-2022,36
2017-02-01,5813.0,6273.022702647091,6273.02270264709,6273.022702647092,3674.605861897438,8871.439543396744,5774.712,5559.978,5989.446,612.45264,10936.971,Train,2020-2022,36
2017-03-01,6379.0,6236.731057174812,6236.731057174811,6236.731057174813,3638.314216425159,8835.147897924466,5445.8174,5232.9946,5658.64,283.5581,10608.076,Train,2020-2022,36
2017-04-01,6091.0,5940.5636148412095,5940.5636148412095,5940.5636148412095,3342.1467740915564,8538.980455590863,5882.4814,5691.532,6073.4307,720.22217,11044.74,Train,2020-2022,36
2017-05-01,6219.0,6083.567611571126,6083.567611571126,6083.567611571126,3485.1507708214726,8681.98445232078,5632.627,5416.3257,5848.928,470.36768,10794.887,Train,2020-2022,36
2017-06-01,6052.0,5914.453426235051,5914.45342623505,5914.453426235052,3316.0365854853976,8512.870266984704,5818.8057,5518.673,6118.9385,656.5464,10981.064,Train,2020-2022,36
2017-07-01,6105.0,6302.191910972758,6302.191910972757,6302.191910972759,3703.7750702231046,8900.608751722411,5556.061,5348.079,5764.043,393.80176,10718.32,Train,2020-2022,36
2017-08-01,6030.0,5950.693722263453,5950.693722263452,5950.693722263454,3352.2768815138,8549.110563013106,5662.0967,5394.288,5929.9053,499.8374,10824.355,Train,2020-2022,36
2017-09-01,5969.0,5881.1846395819475,5881.184639581947,5881.184639581948,3282.7677988322944,8479.601480331601,5574.0566,5349.2944,5798.819,411.79736,10736.316,Train,2020-2022,36
2017-10-01,5707.0,6013.681116690955,6013.681116690955,6013.681116690955,3415.2642759413015,8612.097957440608,5531.6284,5279.5786,5783.678,369.36914,10693.888,Train,2020-2022,36
2017-11-01,5681.0,5433.748151074083,5433.748151074082,5433.748151074084,2835.3313103244295,8032.164991823736,5338.5464,5098.9395,5578.1533,176.28711,10500.806,Train,2020-2022,36
2017-12-01,6052.0,5820.203047451623,5820.203047451622,5820.203047451624,3221.78620670197,8418.619888201276,5312.345,5065.3145,5559.376,150.08594,10474.6045,Train,2020-2022,36
