Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Seq2Seq+Attention_Mean,Seq2Seq+Attention_CI_Lower,Seq2Seq+Attention_CI_Upper,Seq2Seq+Attention_PI_Lower,Seq2Seq+Attention_PI_Upper,Dataset,Horizon,Horizon_Months
2015-06-01,4369.0,4019.0132157287394,4019.0132157287394,4019.0132157287394,1444.927907653932,6593.098523803546,4754.6665,4716.768,4792.565,2129.1997,7380.1333,Train,2020-2022,36
2015-07-01,4672.0,3910.9735683921876,3910.9735683921876,3910.9735683921876,1336.8882603173802,6485.058876466996,4675.4907,4632.817,4718.1646,2050.024,7300.9575,Train,2020-2022,36
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1465.9322486983356,6614.1028648479505,4756.6,4717.561,4795.639,2131.1333,7382.067,Train,2020-2022,36
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1507.2479949577205,6655.418611107336,4759.988,4723.489,4796.487,2134.521,7385.4546,Train,2020-2022,36
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1519.0956211824964,6667.266237332111,4789.0522,4752.106,4825.9985,2163.5854,7414.519,Train,2020-2022,36
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1557.426674729103,6705.597290878718,4814.79,4778.675,4850.9053,2189.3232,7440.257,Train,2020-2022,36
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1382.7049201148557,6530.875536264471,4742.952,4698.8926,4787.0117,2117.4854,7368.419,Train,2020-2022,36
2016-01-01,4911.0,6612.7574174504825,6612.757417450482,6612.757417450483,4038.672109375675,9186.84272552529,4711.8184,4668.6313,4755.0054,2086.3516,7337.285,Train,2020-2022,36
2016-02-01,5218.0,3880.7961164377994,3880.7961164377994,3880.7961164377994,1306.7108083629919,6454.881424512607,4836.1147,4800.9336,4871.296,2210.648,7461.5815,Train,2020-2022,36
2016-03-01,5759.0,5139.369832225705,5139.369832225704,5139.369832225706,2565.2845241508976,7713.4551403005125,5019.007,4981.482,5056.5317,2393.54,7644.4736,Train,2020-2022,36
2016-04-01,5456.0,5071.53304853537,5071.53304853537,5071.53304853537,2497.4477404605623,7645.618356610177,5301.939,5256.069,5347.809,2676.4722,7927.406,Train,2020-2022,36
2016-05-01,5359.0,5290.317526422476,5290.317526422475,5290.3175264224765,2716.232218347668,7864.402834497283,5423.3447,5385.419,5461.2705,2797.878,8048.8115,Train,2020-2022,36
2016-06-01,5305.0,4829.847633633448,4829.847633633447,4829.847633633449,2255.7623255586404,7403.932941708255,5490.1187,5452.503,5527.7344,2864.6519,8115.5854,Train,2020-2022,36
2016-07-01,5769.0,5240.757703684619,5240.757703684618,5240.75770368462,2666.6723956098112,7814.843011759426,5504.936,5464.9487,5544.9233,2879.4692,8130.403,Train,2020-2022,36
2016-08-01,5565.0,5426.495084129827,5426.495084129827,5426.495084129827,2852.4097760550194,8000.580392204634,5637.9907,5597.6353,5678.346,3012.524,8263.457,Train,2020-2022,36
2016-09-01,5367.0,5270.274065695113,5270.274065695113,5270.274065695113,2696.1887576203053,7844.35937376992,5619.524,5579.7036,5659.344,2994.0571,8244.99,Train,2020-2022,36
2016-10-01,5633.0,5196.105967111224,5196.105967111223,5196.105967111225,2622.020659036417,7770.191275186032,5570.624,5530.217,5611.0312,2945.1572,8196.091,Train,2020-2022,36
2016-11-01,5664.0,5198.161781893118,5198.161781893117,5198.161781893119,2624.0764738183107,7772.247089967926,5628.771,5588.04,5669.502,3003.3042,8254.238,Train,2020-2022,36
2016-12-01,6082.0,5781.873534568688,5781.873534568688,5781.873534568688,3207.7882264938808,8355.958842643497,5685.816,5643.9014,5727.7305,3060.349,8311.283,Train,2020-2022,36
2017-01-01,6505.0,8520.321143197367,8520.321143197365,8520.321143197369,5946.235835122559,11094.406451272174,5809.331,5766.6,5852.062,3183.8643,8434.798,Train,2020-2022,36
2017-02-01,5813.0,6273.022702647091,6273.02270264709,6273.022702647092,3698.9373945722837,8847.108010721899,6029.7886,5982.876,6076.701,3404.3218,8655.256,Train,2020-2022,36
2017-03-01,6379.0,6236.731057174812,6236.731057174811,6236.731057174813,3662.6457491000047,8810.816365249619,5997.607,5948.342,6046.872,3372.1401,8623.074,Train,2020-2022,36
2017-04-01,6091.0,5940.5636148412095,5940.5636148412095,5940.5636148412095,3366.478306766402,8514.648922916018,6138.747,6087.783,6189.711,3513.2803,8764.214,Train,2020-2022,36
2017-05-01,6219.0,6083.567611571126,6083.567611571126,6083.567611571126,3509.4823034963183,8657.652919645934,6156.944,6101.7466,6212.141,3531.477,8782.41,Train,2020-2022,36
2017-06-01,6052.0,5914.453426235051,5914.45342623505,5914.453426235052,3340.3681181602433,8488.53873430986,6182.1504,6126.8794,6237.4214,3556.6836,8807.617,Train,2020-2022,36
2017-07-01,6105.0,6302.191910972758,6302.191910972757,6302.191910972759,3728.1066028979503,8876.277219047566,6112.0684,6058.3037,6165.833,3486.6016,8737.535,Train,2020-2022,36
2017-08-01,6030.0,5950.693722263453,5950.693722263452,5950.693722263454,3376.608414188646,8524.77903033826,6137.276,6081.6167,6192.935,3511.809,8762.742,Train,2020-2022,36
2017-09-01,5969.0,5881.1846395819475,5881.184639581947,5881.184639581948,3307.09933150714,8455.269947656754,6087.7275,6033.922,6141.533,3462.2607,8713.194,Train,2020-2022,36
2017-10-01,5707.0,6013.681116690955,6013.681116690955,6013.681116690955,3439.595808616147,8587.766424765763,6056.569,6002.8203,6110.3174,3431.102,8682.035,Train,2020-2022,36
2017-11-01,5681.0,5433.748151074083,5433.748151074082,5433.748151074084,2859.662842999275,8007.83345914889,5946.282,5892.921,5999.6436,3320.8154,8571.749,Train,2020-2022,36
2017-12-01,6052.0,5820.203047451623,5820.203047451622,5820.203047451624,3246.1177393768157,8394.28835552643,5875.8257,5824.189,5927.4624,3250.359,8501.293,Train,2020-2022,36
2018-01-01,5904.0,6398.0480468425985,6398.048046842598,6398.048046842599,3823.962738767791,8972.133354917405,5928.8105,5881.466,5976.1553,3303.3438,8554.277,Train,2020-2022,36
2018-02-01,5426.0,5855.0486760416325,5855.048676041632,5855.048676041633,3280.963367966825,8429.13398411644,5918.362,5871.4097,5965.314,3292.895,8543.828,Train,2020-2022,36
2018-03-01,6005.0,5973.662632755202,5973.662632755201,5973.662632755203,3399.5773246803947,8547.74794083001,5771.6455,5723.2627,5820.0283,3146.1787,8397.112,Train,2020-2022,36
2018-04-01,5766.0,5703.2023291706,5703.2023291706,5703.2023291706,3129.1170210957926,8277.287637245408,5867.192,5821.173,5913.211,3241.725,8492.658,Train,2020-2022,36
2018-05-01,5946.0,5732.907528469006,5732.907528469005,5732.907528469007,3158.8222203941987,8306.992836543814,5863.344,5816.161,5910.5273,3237.8774,8488.811,Train,2020-2022,36
2018-06-01,5981.0,5832.342421767803,5832.342421767802,5832.342421767804,3258.2571136929955,8406.42772984261,5882.1157,5836.5015,5927.73,3256.649,8507.582,Train,2020-2022,36
2018-07-01,6104.0,6280.593810352154,6280.593810352153,6280.593810352155,3706.5085022773465,8854.67911842696,5911.402,5865.581,5957.2227,3285.935,8536.869,Train,2020-2022,36
2018-08-01,5991.0,5924.108114697855,5924.108114697854,5924.108114697856,3350.0228066230475,8498.193422772663,6010.8,5962.2075,6059.392,3385.333,8636.267,Train,2020-2022,36
2018-09-01,5670.0,5815.917307627211,5815.91730762721,5815.917307627212,3241.8319995524034,8390.002615702018,6002.781,5953.5547,6052.007,3377.314,8628.248,Train,2020-2022,36
