Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Transformer_Mean,Transformer_CI_Lower,Transformer_CI_Upper,Transformer_PI_Lower,Transformer_PI_Upper,Dataset,Horizon,Horizon_Months
2021-02-01,7946.0,5741.17668308784,5741.176683087839,5741.1766830878405,3142.7598423381864,8339.593523837493,5920.3364,5835.665,6005.008,2992.7478,8847.925,Test,2020-2022,36
2021-03-01,9528.0,6408.280576494406,6408.280576494406,6408.280576494406,3809.863735744753,9006.697417244059,5915.8916,5830.5977,6001.1855,2988.303,8843.48,Test,2020-2022,36
2021-04-01,9644.0,6025.3416793456345,6025.3416793456345,6025.3416793456345,3426.9248385959813,8623.758520095287,5914.358,5829.4653,5999.2505,2986.7693,8841.946,Test,2020-2022,36
2021-05-01,9504.0,6265.825616055785,6265.825616055784,6265.825616055786,3667.4087753061317,8864.242456805438,5912.905,5828.6274,5997.182,2985.3162,8840.493,Test,2020-2022,36
2021-06-01,9207.0,6233.055949368062,6233.055949368061,6233.055949368063,3634.639108618409,8831.472790117716,5911.475,5827.806,5995.144,2983.8865,8839.063,Test,2020-2022,36
2021-07-01,9545.0,6510.449194761421,6510.44919476142,6510.4491947614215,3912.0323540117674,9108.866035511073,5909.9004,5826.217,5993.584,2982.3118,8837.489,Test,2020-2022,36
2021-08-01,9546.0,6511.769160597081,6511.76916059708,6511.769160597082,3913.352319847428,9110.186001346734,5908.436,5824.4937,5992.3784,2980.8474,8836.024,Test,2020-2022,36
2021-09-01,9125.0,6160.061625225718,6160.061625225717,6160.061625225719,3561.6447844760646,8758.478465975371,5907.2007,5823.125,5991.2764,2979.612,8834.789,Test,2020-2022,36
2021-10-01,8929.0,6368.291729459887,6368.291729459887,6368.291729459887,3769.8748887102342,8966.708570209541,5906.2954,5822.282,5990.3086,2978.7068,8833.884,Test,2020-2022,36
2021-11-01,8474.0,6355.952076666921,6355.95207666692,6355.952076666922,3757.535235917268,8954.368917416574,5905.8022,5822.037,5989.5674,2978.2136,8833.391,Test,2020-2022,36
2021-12-01,8812.0,6517.7746224757575,6517.7746224757575,6517.7746224757575,3919.3577817261043,9116.19146322541,5905.3374,5821.7876,5988.887,2977.7488,8832.926,Test,2020-2022,36
2022-01-01,9266.0,6374.648867681887,6374.648867681886,6374.648867681888,3776.232026932234,8973.06570843154,5904.85,5821.405,5988.2954,2977.2615,8832.438,Test,2020-2022,36
2022-02-01,8713.0,5915.150443755848,5915.150443755847,5915.150443755849,3316.7336030061947,8513.567284505501,5904.383,5820.937,5987.8286,2976.7942,8831.972,Test,2020-2022,36
2022-03-01,9427.0,6524.156659948007,6524.156659948007,6524.156659948007,3925.7398191983534,9122.57350069766,5903.981,5820.5195,5987.4424,2976.3923,8831.569,Test,2020-2022,36
2022-04-01,8786.0,6178.13859216379,6178.138592163789,6178.138592163791,3579.721751414137,8776.555432913443,5903.6646,5820.2334,5987.0957,2976.076,8831.253,Test,2020-2022,36
2022-05-01,9042.0,6374.920432278791,6374.920432278791,6374.920432278791,3776.503591529138,8973.337273028445,5903.4404,5820.0854,5986.7954,2975.8518,8831.029,Test,2020-2022,36
2022-06-01,9072.0,6351.483279808715,6351.483279808715,6351.483279808715,3753.0664390590623,8949.900120558368,5903.2764,5820.007,5986.546,2975.6877,8830.865,Test,2020-2022,36
2022-07-01,9679.0,6550.223183260075,6550.223183260074,6550.2231832600755,3951.8063425104215,9148.640024009728,5903.1216,5819.9136,5986.3296,2975.533,8830.71,Test,2020-2022,36
2022-08-01,9325.0,6490.253168266942,6490.253168266942,6490.253168266942,3891.836327517289,9088.670009016596,5902.9697,5819.7925,5986.147,2975.381,8830.559,Test,2020-2022,36
2022-09-01,8977.0,6136.729302468806,6136.729302468805,6136.729302468807,3538.312461719153,8735.146143218459,5902.832,5819.6675,5985.9966,2975.2434,8830.421,Test,2020-2022,36
2022-10-01,9245.0,6263.811456361698,6263.811456361698,6263.811456361698,3665.394615612045,8862.228297111351,5902.7197,5819.5723,5985.867,2975.131,8830.309,Test,2020-2022,36
2022-11-01,9026.0,6126.502546318801,6126.5025463188,6126.502546318802,3528.085705569148,8724.919387068454,5902.634,5819.514,5985.7534,2975.0452,8830.223,Test,2020-2022,36
2022-12-01,9733.0,6363.656189851011,6363.65618985101,6363.656189851012,3765.2393491013577,8962.073030600664,5902.568,5819.4814,5985.6543,2974.9792,8830.156,Test,2020-2022,36
