Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Seq2Seq_Mean,Seq2Seq_CI_Lower,Seq2Seq_CI_Upper,Seq2Seq_PI_Lower,Seq2Seq_PI_Upper,Dataset,Horizon,Horizon_Months
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1714.6387191147442,6365.396394431542,4819.2104,4795.056,4843.3647,2563.437,7074.984,Train,2020-2021,24
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1755.954465374129,6406.712140690926,4850.2607,4826.0293,4874.492,2594.4873,7106.034,Train,2020-2021,24
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1767.802091598905,6418.559766915703,4871.8193,4847.5005,4896.138,2616.046,7127.593,Train,2020-2021,24
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1806.1331451455117,6456.890820462309,4900.404,4875.9365,4924.871,2644.6304,7156.1772,Train,2020-2021,24
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1631.4113905312643,6282.169065848062,4823.396,4800.393,4846.399,2567.6226,7079.1694,Train,2020-2021,24
2016-01-01,4911.0,6612.7574174504825,6612.757417450482,6612.757417450483,4287.378579792084,8938.136255108882,4792.0737,4768.2207,4815.927,2536.3003,7047.847,Train,2020-2021,24
2016-02-01,5218.0,3880.7961164377994,3880.7961164377994,3880.7961164377994,1555.4172787794005,6206.174954096198,4898.622,4872.098,4925.146,2642.8486,7154.3955,Train,2020-2021,24
2016-03-01,5759.0,5139.369832225705,5139.369832225704,5139.369832225706,2813.990994567306,7464.748669884104,5072.2256,5039.2876,5105.1636,2816.4521,7327.999,Train,2020-2021,24
2016-04-01,5456.0,5071.53304853537,5071.53304853537,5071.53304853537,2746.154210876971,7396.911886193769,5360.3994,5313.25,5407.549,3104.626,7616.173,Train,2020-2021,24
2016-05-01,5359.0,5290.317526422476,5290.317526422475,5290.3175264224765,2964.9386887640767,7615.696364080874,5473.2324,5430.474,5515.9907,3217.459,7729.006,Train,2020-2021,24
2016-06-01,5305.0,4829.847633633448,4829.847633633447,4829.847633633449,2504.468795975049,7155.226471291847,5502.4727,5466.9146,5538.031,3246.6992,7758.246,Train,2020-2021,24
2016-07-01,5769.0,5240.757703684619,5240.757703684618,5240.75770368462,2915.37886602622,7566.136541343018,5493.163,5462.0757,5524.2505,3237.3896,7748.9365,Train,2020-2021,24
2016-08-01,5565.0,5426.495084129827,5426.495084129827,5426.495084129827,3101.116246471428,7751.873921788226,5618.825,5581.3213,5656.329,3363.0518,7874.5986,Train,2020-2021,24
2016-09-01,5367.0,5270.274065695113,5270.274065695113,5270.274065695113,2944.895228036714,7595.652903353512,5647.497,5611.4917,5683.5024,3391.7236,7903.2705,Train,2020-2021,24
2016-10-01,5633.0,5196.105967111224,5196.105967111223,5196.105967111225,2870.7271294528255,7521.484804769623,5598.526,5565.8228,5631.229,3342.7524,7854.2993,Train,2020-2021,24
2016-11-01,5664.0,5198.161781893118,5198.161781893117,5198.161781893119,2872.7829442347193,7523.540619551517,5636.8735,5601.668,5672.079,3381.1,7892.647,Train,2020-2021,24
2016-12-01,6082.0,5781.873534568688,5781.873534568688,5781.873534568688,3456.4946969102893,8107.252372227087,5679.542,5643.0527,5716.0312,3423.7686,7935.3154,Train,2020-2021,24
2017-01-01,6505.0,8520.321143197367,8520.321143197365,8520.321143197369,6194.942305538968,10845.699980855767,5838.2686,5793.847,5882.69,3582.495,8094.042,Train,2020-2021,24
2017-02-01,5813.0,6273.022702647091,6273.02270264709,6273.022702647092,3947.6438649886923,8598.401540305491,6085.5303,6029.3096,6141.751,3829.7568,8341.304,Train,2020-2021,24
2017-03-01,6379.0,6236.731057174812,6236.731057174811,6236.731057174813,3911.3522195164132,8562.109894833211,6038.244,5995.477,6081.011,3782.4707,8294.018,Train,2020-2021,24
2017-04-01,6091.0,5940.5636148412095,5940.5636148412095,5940.5636148412095,3615.1847771828106,8265.942452499608,6160.212,6112.32,6208.104,3904.4385,8415.985,Train,2020-2021,24
2017-05-01,6219.0,6083.567611571126,6083.567611571126,6083.567611571126,3758.188773912727,8408.946449229525,6157.384,6114.331,6200.4365,3901.6104,8413.157,Train,2020-2021,24
2017-06-01,6052.0,5914.453426235051,5914.45342623505,5914.453426235052,3589.074588576652,8239.83226389345,6184.35,6140.667,6228.033,3928.5767,8440.123,Train,2020-2021,24
2017-07-01,6105.0,6302.191910972758,6302.191910972757,6302.191910972759,3976.813073314359,8627.570748631157,6149.234,6107.655,6190.813,3893.4604,8405.008,Train,2020-2021,24
2017-08-01,6030.0,5950.693722263453,5950.693722263452,5950.693722263454,3625.3148846050544,8276.072559921853,6135.961,6094.047,6177.875,3880.1875,8391.734,Train,2020-2021,24
2017-09-01,5969.0,5881.1846395819475,5881.184639581947,5881.184639581948,3555.8058019235486,8206.563477240346,6103.6294,6062.7007,6144.558,3847.856,8359.402,Train,2020-2021,24
2017-10-01,5707.0,6013.681116690955,6013.681116690955,6013.681116690955,3688.302279032556,8339.059954349354,6065.5796,6025.182,6105.977,3809.8062,8321.354,Train,2020-2021,24
2017-11-01,5681.0,5433.748151074083,5433.748151074082,5433.748151074084,3108.369313415684,7759.126988732482,5955.6514,5917.901,5993.402,3699.878,8211.425,Train,2020-2021,24
2017-12-01,6052.0,5820.203047451623,5820.203047451622,5820.203047451624,3494.8242097932243,8145.581885110022,5871.8354,5834.2646,5909.4062,3616.062,8127.609,Train,2020-2021,24
2018-01-01,5904.0,6398.0480468425985,6398.048046842598,6398.048046842599,4072.6692091841996,8723.426884500997,5933.126,5892.2974,5973.9546,3677.3525,8188.8994,Train,2020-2021,24
2018-02-01,5426.0,5855.0486760416325,5855.048676041632,5855.048676041633,3529.6698383832336,8180.427513700031,5942.2646,5902.0728,5982.4565,3686.4912,8198.038,Train,2020-2021,24
2018-03-01,6005.0,5973.662632755202,5973.662632755201,5973.662632755203,3648.2837950968033,8299.041470413602,5798.8066,5764.29,5833.323,3543.0332,8054.58,Train,2020-2021,24
2018-04-01,5766.0,5703.2023291706,5703.2023291706,5703.2023291706,3377.823491512201,8028.581166828999,5870.4146,5830.881,5909.948,3614.641,8126.188,Train,2020-2021,24
2018-05-01,5946.0,5732.907528469006,5732.907528469005,5732.907528469007,3407.5286908106073,8058.286366127405,5859.823,5821.8447,5897.802,3604.0498,8115.5967,Train,2020-2021,24
2018-06-01,5981.0,5832.342421767803,5832.342421767802,5832.342421767804,3506.963584109404,8157.721259426202,5906.462,5866.251,5946.673,3650.6885,8162.2354,Train,2020-2021,24
2018-07-01,6104.0,6280.593810352154,6280.593810352153,6280.593810352155,3955.214972693755,8605.972648010553,5951.743,5910.3657,5993.1206,3695.9697,8207.517,Train,2020-2021,24
2018-08-01,5991.0,5924.108114697855,5924.108114697854,5924.108114697856,3598.729277039456,8249.486952356254,6018.7783,5975.1113,6062.4453,3763.005,8274.552,Train,2020-2021,24
2018-09-01,5670.0,5815.917307627211,5815.91730762721,5815.917307627212,3490.538469968812,8141.29614528561,6030.0557,5988.375,6071.7363,3774.2822,8285.829,Train,2020-2021,24
2018-10-01,5709.0,5758.793801641978,5758.793801641977,5758.7938016419785,3433.4149639835787,8084.172639300376,5933.8804,5897.236,5970.525,3678.107,8189.654,Train,2020-2021,24
2018-11-01,5416.0,5717.8236858540195,5717.823685854019,5717.82368585402,3392.4448481956206,8043.202523512418,5869.2524,5832.6084,5905.8965,3613.479,8125.026,Train,2020-2021,24
2018-12-01,5793.0,5838.072385763815,5838.072385763815,5838.072385763815,3512.693548105416,8163.451223422214,5738.936,5703.1226,5774.7495,3483.1626,7994.7095,Train,2020-2021,24
2019-01-01,5750.0,6054.429419822462,6054.429419822461,6054.4294198224625,3729.0505821640627,8379.808257480861,5763.994,5726.3203,5801.668,3508.2207,8019.7676,Train,2020-2021,24
2019-02-01,5399.0,5168.871753004773,5168.8717530047725,5168.871753004774,2843.4929153463745,7494.250590663172,5781.045,5743.193,5818.897,3525.2715,8036.8184,Train,2020-2021,24
2019-03-01,6123.0,5991.036021401861,5991.03602140186,5991.036021401862,3665.657183743462,8316.41485906026,5687.224,5653.553,5720.895,3431.4507,7942.9976,Train,2020-2021,24
2019-04-01,5730.0,5860.95325806053,5860.95325806053,5860.95325806053,3535.574420402131,8186.332095718929,5840.0605,5797.45,5882.671,3584.287,8095.834,Train,2020-2021,24
2019-05-01,6015.0,5894.009643999094,5894.009643999093,5894.009643999095,3568.630806340695,8219.388481657494,5840.3916,5801.601,5879.182,3584.6182,8096.165,Train,2020-2021,24
2019-06-01,5989.0,5921.405318604333,5921.405318604332,5921.405318604334,3596.026480945934,8246.784156262733,5919.0215,5876.9385,5961.1045,3663.248,8174.795,Train,2020-2021,24
2019-07-01,6333.0,6067.426677730255,6067.426677730255,6067.426677730255,3742.0478400718557,8392.805515388653,5967.6826,5925.658,6009.707,3711.9092,8223.456,Train,2020-2021,24
2019-08-01,6388.0,6228.633988281371,6228.63398828137,6228.633988281372,3903.255150622972,8554.01282593977,6102.82,6054.584,6151.0557,3847.0464,8358.594,Train,2020-2021,24
2019-09-01,6048.0,6215.911449714039,6215.911449714038,6215.91144971404,3890.53261205564,8541.290287372438,6215.8657,6165.318,6266.4136,3960.0923,8471.639,Train,2020-2021,24
2019-10-01,6322.0,5869.109580082797,5869.109580082797,5869.109580082797,3543.730742424398,8194.488417741195,6182.101,6139.1797,6225.0225,3926.3276,8437.875,Train,2020-2021,24
2019-11-01,6405.0,6164.287270578614,6164.287270578614,6164.287270578614,3838.908432920215,8489.666108237012,6228.537,6183.372,6273.702,3972.7637,8484.311,Train,2020-2021,24
2019-12-01,6523.0,6716.951135724676,6716.951135724676,6716.951135724676,4391.572298066277,9042.329973383075,6290.6885,6243.5845,6337.7925,4034.915,8546.462,Train,2020-2021,24
2020-01-01,6732.0,6366.833061512792,6366.833061512791,6366.8330615127925,4041.4542238543927,8692.21189917119,6369.0747,6319.416,6418.7334,4113.3013,8624.848,Test,2020-2021,24
2020-02-01,6587.0,5890.850163354197,5890.850163354196,5890.850163354198,3565.4713256957984,8216.229001012596,6374.4517,6311.833,6437.0703,4118.678,8630.225,Test,2020-2021,24
