Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,TCN_Mean,TCN_CI_Lower,TCN_CI_Upper,TCN_PI_Lower,TCN_PI_Upper,Dataset,Horizon,Horizon_Months
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1714.6387191147442,6365.396394431542,4314.23,4105.8477,4522.6123,253.84082,8374.619,Train,2020-2021,24
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1755.954465374129,6406.712140690926,4234.7476,4083.701,4385.794,174.3584,8295.137,Train,2020-2021,24
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1767.802091598905,6418.559766915703,4278.872,4081.585,4476.159,218.48291,8339.262,Train,2020-2021,24
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1806.1331451455117,6456.890820462309,4308.3623,4152.4146,4464.31,247.97314,8368.752,Train,2020-2021,24
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1631.4113905312643,6282.169065848062,4118.514,3927.643,4309.3853,58.125,8178.9033,Train,2020-2021,24
2016-01-01,4911.0,6612.7574174504825,6612.757417450482,6612.757417450483,4287.378579792084,8938.136255108882,4199.1797,4011.4814,4386.878,138.79053,8259.568,Train,2020-2021,24
2016-02-01,5218.0,3880.7961164377994,3880.7961164377994,3880.7961164377994,1555.4172787794005,6206.174954096198,4414.425,4244.1924,4584.657,354.03564,8474.814,Train,2020-2021,24
2016-03-01,5759.0,5139.369832225705,5139.369832225704,5139.369832225706,2813.990994567306,7464.748669884104,4649.741,4457.5684,4841.914,589.35205,8710.131,Train,2020-2021,24
2016-04-01,5456.0,5071.53304853537,5071.53304853537,5071.53304853537,2746.154210876971,7396.911886193769,5071.4287,4874.6123,5268.245,1011.03955,9131.818,Train,2020-2021,24
2016-05-01,5359.0,5290.317526422476,5290.317526422475,5290.3175264224765,2964.9386887640767,7615.696364080874,4975.4136,4810.248,5140.579,915.0244,9035.803,Train,2020-2021,24
2016-06-01,5305.0,4829.847633633448,4829.847633633447,4829.847633633449,2504.468795975049,7155.226471291847,5044.6426,4884.119,5205.166,984.2534,9105.031,Train,2020-2021,24
2016-07-01,5769.0,5240.757703684619,5240.757703684618,5240.75770368462,2915.37886602622,7566.136541343018,4997.925,4809.5376,5186.312,937.53564,9058.314,Train,2020-2021,24
2016-08-01,5565.0,5426.495084129827,5426.495084129827,5426.495084129827,3101.116246471428,7751.873921788226,5297.927,5071.216,5524.6377,1237.5376,9358.316,Train,2020-2021,24
2016-09-01,5367.0,5270.274065695113,5270.274065695113,5270.274065695113,2944.895228036714,7595.652903353512,5075.4717,4871.591,5279.3525,1015.0825,9135.861,Train,2020-2021,24
2016-10-01,5633.0,5196.105967111224,5196.105967111223,5196.105967111225,2870.7271294528255,7521.484804769623,4999.8643,4780.761,5218.9673,939.4751,9060.254,Train,2020-2021,24
2016-11-01,5664.0,5198.161781893118,5198.161781893117,5198.161781893119,2872.7829442347193,7523.540619551517,5166.866,4969.119,5364.6133,1106.477,9227.256,Train,2020-2021,24
2016-12-01,6082.0,5781.873534568688,5781.873534568688,5781.873534568688,3456.4946969102893,8107.252372227087,5203.6797,4981.425,5425.9346,1143.2905,9264.068,Train,2020-2021,24
2017-01-01,6505.0,8520.321143197367,8520.321143197365,8520.321143197369,6194.942305538968,10845.699980855767,5483.871,5280.0386,5687.7036,1423.4819,9544.26,Train,2020-2021,24
2017-02-01,5813.0,6273.022702647091,6273.02270264709,6273.022702647092,3947.6438649886923,8598.401540305491,5774.712,5559.978,5989.446,1714.3228,9835.102,Train,2020-2021,24
2017-03-01,6379.0,6236.731057174812,6236.731057174811,6236.731057174813,3911.3522195164132,8562.109894833211,5445.8174,5232.9946,5658.64,1385.4282,9506.207,Train,2020-2021,24
2017-04-01,6091.0,5940.5636148412095,5940.5636148412095,5940.5636148412095,3615.1847771828106,8265.942452499608,5882.4814,5691.532,6073.4307,1822.0923,9942.871,Train,2020-2021,24
2017-05-01,6219.0,6083.567611571126,6083.567611571126,6083.567611571126,3758.188773912727,8408.946449229525,5632.627,5416.3257,5848.928,1572.2378,9693.016,Train,2020-2021,24
2017-06-01,6052.0,5914.453426235051,5914.45342623505,5914.453426235052,3589.074588576652,8239.83226389345,5818.8057,5518.673,6118.9385,1758.4165,9879.195,Train,2020-2021,24
2017-07-01,6105.0,6302.191910972758,6302.191910972757,6302.191910972759,3976.813073314359,8627.570748631157,5556.061,5348.079,5764.043,1495.6719,9616.45,Train,2020-2021,24
2017-08-01,6030.0,5950.693722263453,5950.693722263452,5950.693722263454,3625.3148846050544,8276.072559921853,5662.0967,5394.288,5929.9053,1601.7075,9722.486,Train,2020-2021,24
2017-09-01,5969.0,5881.1846395819475,5881.184639581947,5881.184639581948,3555.8058019235486,8206.563477240346,5574.0566,5349.2944,5798.819,1513.6675,9634.445,Train,2020-2021,24
2017-10-01,5707.0,6013.681116690955,6013.681116690955,6013.681116690955,3688.302279032556,8339.059954349354,5531.6284,5279.5786,5783.678,1471.2393,9592.018,Train,2020-2021,24
2017-11-01,5681.0,5433.748151074083,5433.748151074082,5433.748151074084,3108.369313415684,7759.126988732482,5338.5464,5098.9395,5578.1533,1278.1572,9398.936,Train,2020-2021,24
2017-12-01,6052.0,5820.203047451623,5820.203047451622,5820.203047451624,3494.8242097932243,8145.581885110022,5312.345,5065.3145,5559.376,1251.956,9372.734,Train,2020-2021,24
2018-01-01,5904.0,6398.0480468425985,6398.048046842598,6398.048046842599,4072.6692091841996,8723.426884500997,5502.724,5276.782,5728.666,1442.335,9563.113,Train,2020-2021,24
2018-02-01,5426.0,5855.0486760416325,5855.048676041632,5855.048676041633,3529.6698383832336,8180.427513700031,5390.8643,5152.716,5629.0127,1330.4751,9451.254,Train,2020-2021,24
2018-03-01,6005.0,5973.662632755202,5973.662632755201,5973.662632755203,3648.2837950968033,8299.041470413602,5116.0215,4881.636,5350.4067,1055.6323,9176.41,Train,2020-2021,24
2018-04-01,5766.0,5703.2023291706,5703.2023291706,5703.2023291706,3377.823491512201,8028.581166828999,5490.3496,5274.976,5705.723,1429.9604,9550.738,Train,2020-2021,24
2018-05-01,5946.0,5732.907528469006,5732.907528469005,5732.907528469007,3407.5286908106073,8058.286366127405,5306.987,5071.7847,5542.189,1246.5977,9367.376,Train,2020-2021,24
2018-06-01,5981.0,5832.342421767803,5832.342421767802,5832.342421767804,3506.963584109404,8157.721259426202,5465.868,5212.718,5719.0186,1405.479,9526.258,Train,2020-2021,24
2018-07-01,6104.0,6280.593810352154,6280.593810352153,6280.593810352155,3955.214972693755,8605.972648010553,5422.465,5217.5776,5627.352,1362.0757,9482.854,Train,2020-2021,24
2018-08-01,5991.0,5924.108114697855,5924.108114697854,5924.108114697856,3598.729277039456,8249.486952356254,5591.7563,5352.135,5831.378,1531.3672,9652.1455,Train,2020-2021,24
2018-09-01,5670.0,5815.917307627211,5815.91730762721,5815.917307627212,3490.538469968812,8141.29614528561,5518.729,5319.304,5718.154,1458.3398,9579.118,Train,2020-2021,24
2018-10-01,5709.0,5758.793801641978,5758.793801641977,5758.7938016419785,3433.4149639835787,8084.172639300376,5328.764,5088.538,5568.99,1268.375,9389.153,Train,2020-2021,24
2018-11-01,5416.0,5717.8236858540195,5717.823685854019,5717.82368585402,3392.4448481956206,8043.202523512418,5348.0054,5109.8345,5586.1763,1287.6162,9408.395,Train,2020-2021,24
2018-12-01,5793.0,5838.072385763815,5838.072385763815,5838.072385763815,3512.693548105416,8163.451223422214,5106.8584,4853.133,5360.584,1046.4692,9167.248,Train,2020-2021,24
2019-01-01,5750.0,6054.429419822462,6054.429419822461,6054.4294198224625,3729.0505821640627,8379.808257480861,5313.1133,5071.5156,5554.711,1252.7241,9373.502,Train,2020-2021,24
2019-02-01,5399.0,5168.871753004773,5168.8717530047725,5168.871753004774,2843.4929153463745,7494.250590663172,5207.094,4994.307,5419.8813,1146.7051,9267.483,Train,2020-2021,24
2019-03-01,6123.0,5991.036021401861,5991.03602140186,5991.036021401862,3665.657183743462,8316.41485906026,5056.657,4810.589,5302.7256,996.26807,9117.047,Train,2020-2021,24
2019-04-01,5730.0,5860.95325806053,5860.95325806053,5860.95325806053,3535.574420402131,8186.332095718929,5517.011,5311.5737,5722.4487,1456.6221,9577.4,Train,2020-2021,24
2019-05-01,6015.0,5894.009643999094,5894.009643999093,5894.009643999095,3568.630806340695,8219.388481657494,5256.4487,5032.683,5480.2144,1196.0596,9316.838,Train,2020-2021,24
2019-06-01,5989.0,5921.405318604333,5921.405318604332,5921.405318604334,3596.026480945934,8246.784156262733,5533.6436,5298.2314,5769.0557,1473.2544,9594.033,Train,2020-2021,24
2019-07-01,6333.0,6067.426677730255,6067.426677730255,6067.426677730255,3742.0478400718557,8392.805515388653,5442.62,5240.795,5644.4453,1382.231,9503.01,Train,2020-2021,24
2019-08-01,6388.0,6228.633988281371,6228.63398828137,6228.633988281372,3903.255150622972,8554.01282593977,5785.016,5540.6133,6029.419,1724.627,9845.405,Train,2020-2021,24
2019-09-01,6048.0,6215.911449714039,6215.911449714038,6215.91144971404,3890.53261205564,8541.290287372438,5796.5273,5611.3877,5981.667,1736.1382,9856.916,Train,2020-2021,24
2019-10-01,6322.0,5869.109580082797,5869.109580082797,5869.109580082797,3543.730742424398,8194.488417741195,5627.8794,5389.5244,5866.2344,1567.4902,9688.269,Train,2020-2021,24
2019-11-01,6405.0,6164.287270578614,6164.287270578614,6164.287270578614,3838.908432920215,8489.666108237012,5841.2236,5632.3184,6050.129,1780.8345,9901.613,Train,2020-2021,24
2019-12-01,6523.0,6716.951135724676,6716.951135724676,6716.951135724676,4391.572298066277,9042.329973383075,5865.94,5636.3267,6095.553,1805.5508,9926.329,Train,2020-2021,24
2020-01-01,6732.0,6366.833061512792,6366.833061512791,6366.8330615127925,4041.4542238543927,8692.21189917119,5969.708,5720.457,6218.959,1909.3188,10030.098,Test,2020-2021,24
2020-02-01,6587.0,5890.850163354197,5890.850163354196,5890.850163354198,3565.4713256957984,8216.229001012596,5589.9644,5225.2817,5954.647,1529.5752,9650.354,Test,2020-2021,24
2020-03-01,7438.0,6480.53464892855,6480.53464892855,6480.53464892855,4155.155811270151,8805.91348658695,5453.5635,5044.959,5862.168,1393.1743,9513.953,Test,2020-2021,24
2020-04-01,8138.0,6159.275244037634,6159.2752440376335,6159.275244037635,3833.8964063792355,8484.654081696033,5348.1123,4908.5835,5787.641,1287.7231,9408.502,Test,2020-2021,24
2020-05-01,9609.0,6342.344434674859,6342.344434674859,6342.344434674859,4016.9655970164604,8667.723272333258,5204.41,4733.253,5675.5674,1144.021,9264.799,Test,2020-2021,24
2020-06-01,8378.0,6329.619163831951,6329.619163831951,6329.619163831951,4004.2403261735517,8654.998001490349,4919.2725,4341.951,5496.5938,858.8833,8979.662,Test,2020-2021,24
2020-07-01,8692.0,6497.218038796284,6497.2180387962835,6497.218038796285,4171.8392011378855,8822.596876454683,4614.6416,3860.847,5368.4365,554.25244,8675.031,Test,2020-2021,24
2020-08-01,8436.0,6413.8315562049675,6413.8315562049675,6413.8315562049675,4088.4527185465686,8739.210393863366,4525.4023,3830.6006,5220.204,465.01318,8585.791,Test,2020-2021,24
2020-09-01,7657.0,6064.4517988245725,6064.4517988245725,6064.4517988245725,3739.0729611661736,8389.830636482971,4489.5444,3858.96,5120.129,429.15527,8549.934,Test,2020-2021,24
2020-10-01,7537.0,6157.994771489894,6157.994771489894,6157.994771489894,3832.6159338314956,8483.373609148293,4355.1562,3706.936,5003.3765,294.7671,8415.545,Test,2020-2021,24
2020-11-01,7498.0,5966.190879502007,5966.190879502006,5966.190879502008,3640.8120418436083,8291.569717160406,4074.8452,3303.123,4846.5674,14.456055,8135.2344,Test,2020-2021,24
2020-12-01,7861.0,6242.7206899336825,6242.720689933682,6242.720689933683,3917.3418522752836,8568.099527592081,3886.9539,3044.56,4729.3477,-173.4353,7947.343,Test,2020-2021,24
2021-01-01,9066.0,6147.223940963276,6147.223940963276,6147.223940963276,3821.845103304877,8472.602778621675,3811.7148,3008.0315,4615.3984,-248.67432,7872.104,Test,2020-2021,24
2021-02-01,7946.0,5741.17668308784,5741.176683087839,5741.1766830878405,3415.7978454294407,8066.5555207462385,3805.6172,3072.814,4538.4204,-254.77197,7866.0063,Test,2020-2021,24
2021-03-01,9528.0,6408.280576494406,6408.280576494406,6408.280576494406,4082.901738836007,8733.659414152804,3661.786,2907.6328,4415.939,-398.60327,7722.175,Test,2020-2021,24
2021-04-01,9644.0,6025.3416793456345,6025.3416793456345,6025.3416793456345,3699.9628416872356,8350.720517004032,3420.6296,2559.3313,4281.9277,-639.7595,7481.0186,Test,2020-2021,24
2021-05-01,9504.0,6265.825616055785,6265.825616055784,6265.825616055786,3940.446778397386,8591.204453714185,3292.8364,2409.755,4175.918,-767.55273,7353.2256,Test,2020-2021,24
2021-06-01,9207.0,6233.055949368062,6233.055949368061,6233.055949368063,3907.677111709663,8558.434787026461,3258.1445,2432.2366,4084.0525,-802.2446,7318.5337,Test,2020-2021,24
2021-07-01,9545.0,6510.449194761421,6510.44919476142,6510.4491947614215,4185.070357103022,8835.82803241982,3238.4226,2451.6328,4025.2124,-821.96655,7298.8115,Test,2020-2021,24
2021-08-01,9546.0,6511.769160597081,6511.76916059708,6511.769160597082,4186.390322938682,8837.147998255481,3097.243,2287.3271,3907.1587,-963.14624,7157.632,Test,2020-2021,24
2021-09-01,9125.0,6160.061625225718,6160.061625225717,6160.061625225719,3834.682787567319,8485.440462884117,2900.7212,2009.1873,3792.2551,-1159.668,6961.1104,Test,2020-2021,24
2021-10-01,8929.0,6368.291729459887,6368.291729459887,6368.291729459887,4042.9128918014885,8693.670567118286,2818.31,1936.3191,3700.301,-1242.0791,6878.699,Test,2020-2021,24
2021-11-01,8474.0,6355.952076666921,6355.95207666692,6355.952076666922,4030.5732390085223,8681.330914325321,2793.1106,1959.3838,3626.8374,-1267.2786,6853.5,Test,2020-2021,24
2021-12-01,8812.0,6517.7746224757575,6517.7746224757575,6517.7746224757575,4192.395784817359,8843.153460134155,2761.1672,1952.7706,3569.564,-1299.2219,6821.5566,Test,2020-2021,24
