Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Transformer_Mean,Transformer_CI_Lower,Transformer_CI_Upper,Transformer_PI_Lower,Transformer_PI_Upper,Dataset,Horizon,Horizon_Months
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1361.8734492690305,6718.161664277255,5168.2188,5066.498,5269.9395,2134.932,8201.506,Train,2020-2023,48
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1403.1891955284154,6759.4774105366405,5177.1143,5073.0645,5281.164,2143.8274,8210.401,Train,2020-2023,48
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1415.0368217531914,6771.325036761416,5198.8037,5100.8633,5296.744,2165.5168,8232.091,Train,2020-2023,48
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1453.367875299798,6809.656090308023,5189.0,5093.1997,5284.8003,2155.7131,8222.287,Train,2020-2023,48
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1278.6461206855506,6634.934335693775,5177.7026,5080.984,5274.4214,2144.4158,8210.989,Train,2020-2023,48
2016-01-01,4911.0,6612.7574174504825,6612.757417450482,6612.757417450483,3934.61330994637,9290.901524954596,5170.6626,5068.782,5272.543,2137.3757,8203.949,Train,2020-2023,48
2016-02-01,5218.0,3880.7961164377994,3880.7961164377994,3880.7961164377994,1202.6520089336868,6558.940223941912,5210.827,5106.372,5315.282,2177.5403,8244.114,Train,2020-2023,48
2016-03-01,5759.0,5139.369832225705,5139.369832225704,5139.369832225706,2461.2257247215925,7817.513939729817,5264.445,5169.325,5359.5645,2231.158,8297.731,Train,2020-2023,48
2016-04-01,5456.0,5071.53304853537,5071.53304853537,5071.53304853537,2393.388941031257,7749.677156039483,5351.229,5272.215,5430.243,2317.9421,8384.516,Train,2020-2023,48
2016-05-01,5359.0,5290.317526422476,5290.317526422475,5290.3175264224765,2612.173418918363,7968.461633926589,5404.3022,5333.5425,5475.062,2371.0154,8437.589,Train,2020-2023,48
