Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,LSTM_Mean,LSTM_CI_Lower,LSTM_CI_Upper,LSTM_PI_Lower,LSTM_PI_Upper,Dataset,Horizon,Horizon_Months
2015-06-01,4369.0,4019.0132157287394,4019.0132157287394,4019.0132157287394,1444.927907653932,6593.098523803546,4182.5195,3131.269,5233.77,2243.9324,6121.1064,Train,2020-2022,36
2015-07-01,4672.0,3910.9735683921876,3910.9735683921876,3910.9735683921876,1336.8882603173802,6485.058876466996,4161.106,3115.2268,5206.9854,2222.5188,6099.6934,Train,2020-2022,36
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1465.9322486983356,6614.1028648479505,4250.5166,3182.0703,5318.963,2311.9294,6189.1035,Train,2020-2022,36
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1507.2479949577205,6655.418611107336,4161.8525,3115.7825,5207.923,2223.2654,6100.4395,Train,2020-2022,36
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1519.0956211824964,6667.266237332111,4201.1694,3145.2205,5257.118,2262.5823,6139.757,Train,2020-2022,36
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1557.426674729103,6705.597290878718,4189.4688,3136.482,5242.4556,2250.8816,6128.0557,Train,2020-2022,36
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1382.7049201148557,6530.875536264471,4275.7197,3200.991,5350.448,2337.1326,6214.3066,Train,2020-2022,36
2016-01-01,4911.0,6612.7574174504825,6612.757417450482,6612.757417450483,4038.672109375675,9186.84272552529,4250.0024,3181.7144,5318.2905,2311.4153,6188.59,Train,2020-2022,36
2016-02-01,5218.0,3880.7961164377994,3880.7961164377994,3880.7961164377994,1306.7108083629919,6454.881424512607,4238.9844,3173.4783,5304.49,2300.3972,6177.5713,Train,2020-2022,36
2016-03-01,5759.0,5139.369832225705,5139.369832225704,5139.369832225706,2565.2845241508976,7713.4551403005125,4251.645,3182.916,5320.374,2313.0579,6190.2324,Train,2020-2022,36
2016-04-01,5456.0,5071.53304853537,5071.53304853537,5071.53304853537,2497.4477404605623,7645.618356610177,4304.8213,3222.2986,5387.3438,2366.2341,6243.408,Train,2020-2022,36
2016-05-01,5359.0,5290.317526422476,5290.317526422475,5290.3175264224765,2716.232218347668,7864.402834497283,4546.98,3403.611,5690.3486,2608.3928,6485.5674,Train,2020-2022,36
2016-06-01,5305.0,4829.847633633448,4829.847633633447,4829.847633633449,2255.7623255586404,7403.932941708255,4814.5186,3604.368,6024.669,2875.9314,6753.1055,Train,2020-2022,36
2016-07-01,5769.0,5240.757703684619,5240.757703684618,5240.75770368462,2666.6723956098112,7814.843011759426,4992.911,3737.94,6247.8823,3054.324,6931.498,Train,2020-2022,36
2016-08-01,5565.0,5426.495084129827,5426.495084129827,5426.495084129827,2852.4097760550194,8000.580392204634,5095.088,3814.328,6375.8477,3156.5007,7033.675,Train,2020-2022,36
