,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,13.762,0.2417,96.8648,3.3407,8.4653,0.0825,56.3043,2.5301,11.4098,0.1934,29.8506,1.2282,94.3137,0.2267,54.7794,2.4583,10.0
123,13.6188,0.268,96.7434,5.8679,8.4188,0.1372,56.6869,4.7449,11.3699,0.2119,30.0671,2.1481,94.3658,0.2109,54.4567,4.1123,10.0
456,13.666,0.2419,98.3608,3.8363,8.4261,0.1059,57.5546,3.2614,11.347,0.153,30.3102,1.342,94.463,0.1828,54.2361,2.6065,10.0
789,13.8446,0.2139,101.6922,10.1845,8.5184,0.092,60.5934,8.3746,11.3672,0.2134,31.7712,3.7977,94.2495,0.3304,51.4747,6.8815,10.0
1000,13.7687,0.4077,101.1862,6.0213,8.4166,0.1226,60.1398,5.4358,11.2121,0.1302,31.5919,2.4835,94.4612,0.2805,51.7606,4.9139,10.0
