,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,270.1939,2.2718,2846.4827,108.3425,216.7925,1.3963,2713.4648,107.8721,3.8326,0.0135,30.2067,1.2201,95.0943,0.9743,12.7083,0.6588,10.0
123,270.3306,1.8581,2854.7881,86.4016,216.6654,1.23,2721.7408,85.6579,3.832,0.0112,30.3003,0.9676,94.9057,0.9114,12.5,0.0,10.0
456,271.1558,2.8616,2873.066,109.2796,217.0704,1.9963,2740.1198,108.6593,3.8355,0.021,30.5089,1.2287,94.9057,0.9114,12.5,0.0,10.0
789,270.5947,3.1068,2880.0081,103.2077,217.0267,2.15,2746.8684,102.737,3.8335,0.0224,30.5845,1.1623,95.0943,0.9743,12.5,0.0,10.0
1000,271.1994,2.4081,2924.8988,76.5249,217.5855,1.5744,2791.4971,76.2181,3.8359,0.0163,31.0891,0.8625,95.283,0.9944,12.5,0.0,10.0
