,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,16.3113,0.7441,103.7981,19.609,9.9052,0.301,62.7219,15.7201,13.3805,0.4738,33.2138,8.0543,94.0725,0.7757,52.018,10.1921,10.0
123,16.4031,0.6108,106.4204,17.1475,9.9371,0.2997,64.6503,14.2208,13.404,0.2863,33.8933,7.2468,94.0292,0.8125,49.6895,10.21,10.0
456,16.5056,0.6473,95.0375,13.7551,10.0462,0.3033,55.942,9.77,13.6582,0.5082,29.6495,4.3193,94.2946,0.5539,55.7149,8.2153,10.0
789,16.2951,0.5163,96.049,16.8094,10.0253,0.3105,57.1939,13.0364,13.6881,0.6219,30.4866,6.4992,93.9233,0.9114,55.4534,9.5572,10.0
1000,16.4658,0.6028,112.2698,14.0464,10.0078,0.3023,69.8423,11.6375,13.2853,0.3277,36.6767,6.2063,93.7446,0.6775,46.0172,7.2507,10.0
