,Trial,Seed,Trial_Seed,Train_RMSE,Train_MAE,Train_MAPE,Train_MSE,Train_PI_Coverage,Test_RMSE,Test_MAE,Test_MAPE,Test_MSE,Test_PI_Coverage
mean,5.5,456.0,4956.0,26.781245562679164,16.528582667182878,28.36632116167212,730.5324943367137,93.40642722117201,154.72802013549835,94.42206438790632,35.9284978458409,25665.201614840313,52.1286231884058
std,3.0276503540974917,0.0,3027.6503540974913,3.843808939666103,1.9292981329615326,4.432676551289233,237.24442256313563,1.1228443501532346,43.77266269906011,28.640789846728005,5.788940882930745,14848.039886922243,9.86475932497642
min,1.0,456.0,456.0,24.056965156403027,14.88148764396415,23.120181742070717,578.7375725363894,90.7750472589792,104.255327898666,60.98139193872743,29.032552268196536,10869.173395258364,37.5
max,10.0,456.0,9456.0,37.16606606647445,21.81350959194355,35.61578244712524,1381.3164668575437,94.44234404536861,232.28665811875493,143.4721150080923,43.87139935222948,53957.09153997933,66.12318840579711
