,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,301.2766,18.4097,2930.1892,111.0385,235.9468,13.1191,2809.4823,109.5848,4.2422,0.272,31.3423,1.2383,95.4545,1.2856,11.0417,1.9764,10.0
123,304.1151,23.3359,2976.9039,216.0462,242.4201,23.8445,2856.2735,216.7064,4.3288,0.4511,31.8736,2.459,95.4545,2.3078,10.4167,3.1056,10.0
456,302.6718,29.9099,2976.1573,155.826,242.4382,27.604,2856.4087,159.2104,4.3587,0.4955,31.8772,1.8181,94.3636,2.3394,9.1667,2.8123,10.0
789,303.5252,24.8017,2996.6856,190.7141,242.0126,22.0964,2876.1935,192.4391,4.3299,0.3851,32.0989,2.1889,94.3636,1.592,10.0,2.7428,10.0
1000,297.3205,11.3016,2931.7267,103.7869,235.3465,8.2049,2812.6343,106.5488,4.2247,0.1896,31.3839,1.2181,94.9091,1.4342,10.2083,1.8242,10.0
