,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,12.4925,0.2648,111.3735,7.1478,6.6022,0.1257,61.449,4.3255,9.0278,0.186,42.9139,1.1426,93.1666,0.7171,47.7491,3.0768,10.0
123,12.5554,0.2312,113.129,10.1845,6.6102,0.0792,62.3451,5.6567,9.062,0.0888,42.5654,1.4839,93.3051,0.7111,48.4828,2.8069,10.0
456,12.5248,0.2726,114.5016,7.4091,6.5986,0.119,63.0571,4.4215,9.0144,0.1668,43.5112,1.5808,93.257,0.6405,48.1975,5.2517,10.0
789,12.8116,0.5435,117.5283,12.1543,6.6811,0.21,64.8661,6.4347,9.0055,0.1463,43.6393,2.7482,92.9088,0.8572,47.8668,3.5688,10.0
1000,12.5953,0.2263,118.2817,9.8367,6.6282,0.1016,65.4791,5.5197,9.0251,0.1674,43.6137,1.4852,93.0012,0.6585,47.115,3.7353,10.0
