,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,14.9743,0.5726,96.3575,6.9776,8.9847,0.1462,55.0747,6.4595,12.0836,0.2305,29.0543,3.1625,94.1381,0.2608,56.5768,6.0908,10.0
123,14.7155,0.5498,96.6155,7.6622,8.9246,0.2434,55.8239,6.7407,11.9947,0.3395,29.6289,3.1275,94.0767,0.2896,55.7271,6.4406,10.0
456,14.5521,0.5692,100.8018,12.1153,8.8712,0.1809,59.3381,10.11,11.8247,0.1749,31.7059,5.0585,93.9574,0.3947,52.6348,8.8255,10.0
789,14.7078,0.3857,99.2633,9.7024,8.9675,0.1531,58.0138,8.6061,12.0688,0.2908,30.7018,4.2779,93.9949,0.3144,54.0564,7.5519,10.0
1000,14.9754,0.5279,93.6456,7.6754,9.0802,0.2267,53.4285,5.6839,12.3158,0.3877,28.5104,2.6106,94.1347,0.3829,57.5,5.3757,10.0
