,Trial,Seed,Trial_Seed,Train_RMSE,Train_MAE,Train_MAPE,Train_MSE,Train_PI_Coverage,Test_RMSE,Test_MAE,Test_MAPE,Test_MSE,Test_PI_Coverage
mean,25.5,12.0,24512.0,152.29869867854393,111.77167805629495,4.611791269072401,23750.67455762543,91.60176991150442,1576.4243724309467,1325.23531888326,27.798592061552917,2686333.0535361264,22.604166666666664
std,14.577379737113251,0.0,14577.379737113251,23.814352953189694,19.985253490384085,0.8517156216885184,8485.91896625038,4.610071907188292,453.128863436673,390.1535732055092,8.16523992775642,1574546.2684448212,14.560918755937307
min,1.0,12.0,12.0,124.46535608288231,90.07145758434734,3.7278905592818283,15491.624864838688,66.3716814159292,491.60164904558866,402.8792139689128,9.130889146393919,241672.1813443421,9.375
max,50.0,12.0,49012.0,244.63206932431066,201.3218891515141,8.69497426732714,59844.84934189434,95.13274336283186,2821.688888181316,2382.614111582438,50.18151331389821,7961928.181685912,89.58333333333334
