,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,321.4304,10.1079,1671.4518,115.5573,241.3824,7.8166,1518.0012,118.2116,4.2578,0.1367,16.8265,1.3031,93.6364,1.2856,45.625,9.4429,10.0
123,328.3666,9.1723,1633.7865,127.0474,246.376,6.7338,1480.8536,124.8685,4.3455,0.1203,16.4252,1.3585,93.4545,0.9389,47.0833,13.4012,10.0
456,347.8212,70.6799,1864.2249,484.7466,262.6423,57.0051,1717.1269,500.3466,4.6712,1.1338,19.0664,5.6493,93.0909,0.7666,36.6667,17.0726,10.0
789,318.5275,10.5567,1764.2944,228.0622,240.714,7.54,1613.0317,238.8875,4.244,0.1303,17.8884,2.6174,94.1818,1.4342,38.125,18.1634,10.0
1000,323.3323,7.0047,1729.9346,207.9674,242.0238,5.5077,1583.4047,211.1421,4.2667,0.0933,17.5633,2.3233,93.6364,0.9583,42.2917,18.1634,10.0
