,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,234.5974,9.284,2669.7909,369.3255,181.0592,8.3815,2532.9101,363.6626,3.8589,0.2245,28.1858,4.0957,94.9565,1.577,17.2917,4.1724,10.0
123,236.1878,14.3661,2627.0346,614.0145,180.5079,9.9216,2488.0721,607.1052,3.8281,0.1846,27.6915,6.8378,94.8696,2.1864,18.9583,6.0101,10.0
456,251.3733,15.3358,2912.4416,884.8923,192.0971,11.1364,2748.9075,912.7627,4.0502,0.2682,30.6758,10.1717,92.3478,2.6502,23.125,25.3724,10.0
789,242.6665,15.5694,2629.9381,831.5988,186.8272,14.0944,2484.4463,832.5324,3.973,0.3466,27.6773,9.3171,93.3913,2.3619,24.5833,22.7964,10.0
1000,238.8173,7.9105,2460.9802,572.7218,183.9292,8.1609,2320.2217,575.7447,3.9325,0.2421,25.8027,6.4651,94.4348,1.5447,23.125,12.3232,10.0
