,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,15.8299,0.4943,86.3665,18.7348,10.3247,0.2427,50.8264,12.3249,17.6352,1.7847,29.4035,5.7153,93.3777,0.6209,60.9518,9.7909,10.0
123,15.9309,0.7756,84.114,22.2655,10.3805,0.323,48.7886,13.7206,17.7504,1.0333,29.3274,6.167,93.2992,0.7277,66.5686,11.9719,10.0
456,16.1387,0.8401,86.2345,18.9879,10.598,0.4869,50.9622,13.7698,18.8491,1.9983,30.2807,6.6855,93.0605,0.9563,64.9673,13.9454,10.0
789,15.9231,0.8814,80.2488,15.7186,10.5042,0.5707,46.9263,9.8908,18.5255,1.9477,29.8091,7.6506,93.023,0.6509,67.5654,10.5771,10.0
1000,16.1178,0.8232,76.0274,10.6157,10.6041,0.5649,43.3167,5.4216,18.1661,1.5761,27.0491,3.0773,93.4425,0.8959,70.6495,8.3519,10.0
