,Trial,Seed,Trial_Seed,Train_RMSE,Train_MAE,Train_MAPE,Train_MSE,Train_PI_Coverage,Test_RMSE,Test_MAE,Test_MAPE,Test_MSE,Test_PI_Coverage
mean,5.5,1000.0,5500.0,240.21174450680942,183.33543560737004,3.861834401789526,57826.331652405985,94.24778761061947,2444.360050447147,2298.9237497965496,25.5830406047423,6371812.523108633,27.291666666666668
std,3.0276503540974917,0.0,3027.6503540974913,11.768576492852814,8.480762922454215,0.20458925269489164,5829.3242757287235,1.6291092945703967,664.0920843834296,669.7166375165153,7.469848877777912,3020811.1544601577,21.369264084915613
min,1.0,1000.0,1000.0,229.441027663772,175.20560529590708,3.6845854245745415,52643.18517540778,90.2654867256637,1271.0684745957471,1091.6110127766926,12.272146615829842,1615615.0671111594,14.583333333333334
max,10.0,1000.0,10000.0,268.1741692162058,199.46305698631085,4.199244103231141,71917.38503480221,95.57522123893806,3283.1805938656316,3122.7462768554688,34.81206923732649,10779274.811935881,83.33333333333334
