,train_mean_rmse,train_std_rmse,test_mean_rmse,test_std_rmse,train_mean_mae,train_std_mae,test_mean_mae,test_std_mae,train_mean_mape,train_std_mape,test_mean_mape,test_std_mape,train_mean_pi_cov,train_std_pi_cov,test_mean_pi_cov,test_std_pi_cov,trials_completed
42,418.8585,53.0662,1845.352,537.9001,339.2072,52.3105,1621.9969,322.4292,5.9369,0.9384,18.0696,3.7295,93.3333,3.3582,48.125,20.6812,10.0
123,399.8586,30.6988,1794.1313,246.664,321.9839,29.8426,1651.5943,254.9827,5.6181,0.5218,18.3428,2.8204,95.098,1.3865,40.625,16.5287,10.0
456,401.043,12.338,1802.0028,139.3277,324.2562,12.2928,1653.9786,145.2635,5.6548,0.2113,18.3486,1.6096,94.7059,1.3234,35.0,10.4305,10.0
789,394.8589,22.8646,1700.7523,270.8477,315.3175,24.9388,1547.7644,289.1007,5.5078,0.4416,17.2065,3.155,94.5098,1.2401,47.2917,22.5036,10.0
1000,390.6473,27.222,1627.6106,248.8974,315.1952,25.9417,1480.085,257.1235,5.5094,0.4457,16.4574,2.8269,94.7059,0.9471,53.75,19.5138,10.0
