Month,Age,Sex,Deaths
2017-07-01,30-34 years,Male,560.0
2017-07-01,35-39 years,Female,242.0
2017-07-01,35-39 years,Male,524.0
2017-07-01,40-44 years,Female,224.0
2017-07-01,40-44 years,Male,417.0
2017-07-01,45-49 years,Female,219.0
2017-07-01,45-49 years,Male,461.0
2017-07-01,5-9 years,Female,0.0
2017-07-01,5-9 years,Male,0.0
2017-07-01,50-54 years,Female,251.0
2017-07-01,50-54 years,Male,434.0
2017-07-01,55-59 years,Female,260.0
2017-07-01,55-59 years,Male,419.0
2017-07-01,60-64 years ,Female,143.0
2017-07-01,60-64 years ,Male,238.0
2017-07-01,65-69 years,Female,60.0
2017-07-01,65-69 years,Male,102.0
2017-07-01,70-74 years,Female,37.0
2017-07-01,70-74 years,Male,28.0
2017-07-01,75-79 years,Female,15.0
2017-07-01,75-79 years,Male,13.0
2017-07-01,80-84 years,Female,14.0
2017-07-01,80-84 years,Male,11.555555555555555
2017-07-01,85-89 years,Female,10.375
2017-07-01,85-89 years,Male,10.01639344262295
2017-07-01,90-94 years,Female,0.0
2017-07-01,90-94 years,Male,0.0
2017-07-01,95-99 years,Female,0.0
2017-07-01,95-99 years,Male,0.0
2017-07-01,< 1 year,Female,0.0
2017-07-01,< 1 year,Male,0.0
2017-07-01,Not Stated,Female,0.0
2017-07-01,Not Stated,Male,0.0
2017-08-01,1-4 years,Female,0.0
2017-08-01,1-4 years,Male,0.0
2017-08-01,10-14 years,Female,0.0
2017-08-01,10-14 years,Male,0.0
2017-08-01,100+ years,Female,0.0
2017-08-01,100+ years,Male,0.0
2017-08-01,15-19 years,Female,18.0
2017-08-01,15-19 years,Male,48.0
2017-08-01,20-24 years,Female,109.0
2017-08-01,20-24 years,Male,236.0
2017-08-01,25-29 years,Female,203.0
2017-08-01,25-29 years,Male,514.0
2017-08-01,30-34 years,Female,217.0
2017-08-01,30-34 years,Male,560.0
2017-08-01,35-39 years,Female,245.0
2017-08-01,35-39 years,Male,537.0
2017-08-01,40-44 years,Female,193.0
2017-08-01,40-44 years,Male,412.0
2017-08-01,45-49 years,Female,241.0
2017-08-01,45-49 years,Male,463.0
2017-08-01,5-9 years,Female,0.0
2017-08-01,5-9 years,Male,0.0
2017-08-01,50-54 years,Female,246.0
2017-08-01,50-54 years,Male,441.0
2017-08-01,55-59 years,Female,241.0
2017-08-01,55-59 years,Male,387.0
2017-08-01,60-64 years ,Female,130.0
2017-08-01,60-64 years ,Male,251.0
2017-08-01,65-69 years,Female,63.0
2017-08-01,65-69 years,Male,110.0
2017-08-01,70-74 years,Female,40.0
2017-08-01,70-74 years,Male,33.0
2017-08-01,75-79 years,Female,18.0
2017-08-01,75-79 years,Male,15.0
2017-08-01,80-84 years,Female,12.0
2017-08-01,80-84 years,Male,11.444444444444445
2017-08-01,85-89 years,Female,10.4375
2017-08-01,85-89 years,Male,9.80327868852459
2017-08-01,90-94 years,Female,0.0
2017-08-01,90-94 years,Male,0.0
2017-08-01,95-99 years,Female,0.0
2017-08-01,95-99 years,Male,0.0
2017-08-01,< 1 year,Female,0.0
2017-08-01,< 1 year,Male,0.0
2017-08-01,Not Stated,Female,0.0
2017-08-01,Not Stated,Male,0.0
2017-09-01,1-4 years,Female,0.0
2017-09-01,1-4 years,Male,0.0
2017-09-01,10-14 years,Female,0.0
2017-09-01,10-14 years,Male,0.0
2017-09-01,100+ years,Female,0.0
2017-09-01,100+ years,Male,0.0
2017-09-01,15-19 years,Female,25.0
2017-09-01,15-19 years,Male,52.0
2017-09-01,20-24 years,Female,101.0
2017-09-01,20-24 years,Male,296.0
2017-09-01,25-29 years,Female,203.0
2017-09-01,25-29 years,Male,541.0
2017-09-01,30-34 years,Female,207.0
2017-09-01,30-34 years,Male,550.0
2017-09-01,35-39 years,Female,209.0
2017-09-01,35-39 years,Male,480.0
2017-09-01,40-44 years,Female,212.0
2017-09-01,40-44 years,Male,388.0
2017-09-01,45-49 years,Female,228.0
2017-09-01,45-49 years,Male,430.0
2017-09-01,5-9 years,Female,0.0
2017-09-01,5-9 years,Male,0.0
2017-09-01,50-54 years,Female,236.0
2017-09-01,50-54 years,Male,448.0
2017-09-01,55-59 years,Female,233.0
2017-09-01,55-59 years,Male,426.0
2017-09-01,60-64 years ,Female,138.0
2017-09-01,60-64 years ,Male,245.0
2017-09-01,65-69 years,Female,68.0
2017-09-01,65-69 years,Male,117.0
2017-09-01,70-74 years,Female,29.0
2017-09-01,70-74 years,Male,41.0
2017-09-01,75-79 years,Female,12.0
2017-09-01,75-79 years,Male,15.5
2017-09-01,80-84 years,Female,11.5
2017-09-01,80-84 years,Male,11.333333333333334
2017-09-01,85-89 years,Female,10.5
2017-09-01,85-89 years,Male,9.59016393442623
2017-09-01,90-94 years,Female,0.0
2017-09-01,90-94 years,Male,0.0
2017-09-01,95-99 years,Female,0.0
2017-09-01,95-99 years,Male,0.0
2017-09-01,< 1 year,Female,0.0
2017-09-01,< 1 year,Male,0.0
2017-09-01,Not Stated,Female,0.0
2017-09-01,Not Stated,Male,0.0
2017-10-01,1-4 years,Female,0.0
2017-10-01,1-4 years,Male,0.0
2017-10-01,10-14 years,Female,0.0
2017-10-01,10-14 years,Male,0.0
2017-10-01,100+ years,Female,0.0
2017-10-01,100+ years,Male,0.0
2017-10-01,15-19 years,Female,23.0
2017-10-01,15-19 years,Male,41.0
2017-10-01,20-24 years,Female,116.0
2017-10-01,20-24 years,Male,237.0
2017-10-01,25-29 years,Female,180.0
2017-10-01,25-29 years,Male,483.0
2017-10-01,30-34 years,Female,204.0
2017-10-01,30-34 years,Male,494.0
2017-10-01,35-39 years,Female,194.0
2017-10-01,35-39 years,Male,502.0
2017-10-01,40-44 years,Female,204.0
2017-10-01,40-44 years,Male,421.0
2017-10-01,45-49 years,Female,222.0
2017-10-01,45-49 years,Male,388.0
2017-10-01,5-9 years,Female,0.0
2017-10-01,5-9 years,Male,0.0
2017-10-01,50-54 years,Female,269.0
2017-10-01,50-54 years,Male,423.0
2017-10-01,55-59 years,Female,219.0
2017-10-01,55-59 years,Male,400.0
2017-10-01,60-64 years ,Female,129.0
2017-10-01,60-64 years ,Male,224.0
2017-10-01,65-69 years,Female,71.0
2017-10-01,65-69 years,Male,122.0
2017-10-01,70-74 years,Female,25.0
2017-10-01,70-74 years,Male,33.0
2017-10-01,75-79 years,Female,17.0
2017-10-01,75-79 years,Male,16.0
2017-10-01,80-84 years,Female,11.0
2017-10-01,80-84 years,Male,11.222222222222221
2017-10-01,85-89 years,Female,10.5625
2017-10-01,85-89 years,Male,9.37704918032787
2017-10-01,90-94 years,Female,0.0
2017-10-01,90-94 years,Male,0.0
2017-10-01,95-99 years,Female,0.0
2017-10-01,95-99 years,Male,0.0
2017-10-01,< 1 year,Female,0.0
2017-10-01,< 1 year,Male,0.0
2017-10-01,Not Stated,Female,0.0
2017-10-01,Not Stated,Male,0.0
2017-11-01,1-4 years,Female,0.0
2017-11-01,1-4 years,Male,0.0
2017-11-01,10-14 years,Female,0.0
2017-11-01,10-14 years,Male,0.0
2017-11-01,100+ years,Female,0.0
2017-11-01,100+ years,Male,0.0
2017-11-01,15-19 years,Female,26.0
2017-11-01,15-19 years,Male,47.0
2017-11-01,20-24 years,Female,100.0
2017-11-01,20-24 years,Male,236.0
2017-11-01,25-29 years,Female,207.0
2017-11-01,25-29 years,Male,451.0
2017-11-01,30-34 years,Female,187.0
2017-11-01,30-34 years,Male,550.0
2017-11-01,35-39 years,Female,216.0
2017-11-01,35-39 years,Male,467.0
2017-11-01,40-44 years,Female,184.0
2017-11-01,40-44 years,Male,399.0
2017-11-01,45-49 years,Female,213.0
2017-11-01,45-49 years,Male,410.0
2017-11-01,5-9 years,Female,0.0
2017-11-01,5-9 years,Male,0.0
2017-11-01,50-54 years,Female,257.0
2017-11-01,50-54 years,Male,391.0
2017-11-01,55-59 years,Female,227.0
2017-11-01,55-59 years,Male,403.0
2017-11-01,60-64 years ,Female,145.0
2017-11-01,60-64 years ,Male,250.0
2017-11-01,65-69 years,Female,63.0
2017-11-01,65-69 years,Male,106.0
2017-11-01,70-74 years,Female,36.0
2017-11-01,70-74 years,Male,37.0
2017-11-01,75-79 years,Female,17.0
2017-11-01,75-79 years,Male,13.0
2017-11-01,80-84 years,Female,10.5
2017-11-01,80-84 years,Male,11.11111111111111
2017-11-01,85-89 years,Female,10.625
2017-11-01,85-89 years,Male,9.163934426229508
2017-11-01,90-94 years,Female,0.0
2017-11-01,90-94 years,Male,0.0
2017-11-01,95-99 years,Female,0.0
2017-11-01,95-99 years,Male,0.0
2017-11-01,< 1 year,Female,0.0
2017-11-01,< 1 year,Male,0.0
2017-11-01,Not Stated,Female,0.0
2017-11-01,Not Stated,Male,0.0
2017-12-01,1-4 years,Female,0.0
2017-12-01,1-4 years,Male,0.0
2017-12-01,10-14 years,Female,0.0
2017-12-01,10-14 years,Male,0.0
2017-12-01,100+ years,Female,0.0
2017-12-01,100+ years,Male,0.0
2017-12-01,15-19 years,Female,26.0
2017-12-01,15-19 years,Male,46.0
2017-12-01,20-24 years,Female,124.0
2017-12-01,20-24 years,Male,276.0
2017-12-01,25-29 years,Female,173.0
2017-12-01,25-29 years,Male,478.0
2017-12-01,30-34 years,Female,240.0
2017-12-01,30-34 years,Male,563.0
2017-12-01,35-39 years,Female,264.0
2017-12-01,35-39 years,Male,523.0
2017-12-01,40-44 years,Female,207.0
2017-12-01,40-44 years,Male,404.0
2017-12-01,45-49 years,Female,246.0
2017-12-01,45-49 years,Male,454.0
2017-12-01,5-9 years,Female,0.0
2017-12-01,5-9 years,Male,0.0
2017-12-01,50-54 years,Female,253.0
2017-12-01,50-54 years,Male,445.0
2017-12-01,55-59 years,Female,238.0
2017-12-01,55-59 years,Male,385.0
2017-12-01,60-64 years ,Female,141.0
2017-12-01,60-64 years ,Male,248.0
2017-12-01,65-69 years,Female,58.0
2017-12-01,65-69 years,Male,121.0
2017-12-01,70-74 years,Female,31.0
2017-12-01,70-74 years,Male,31.0
2017-12-01,75-79 years,Female,12.0
2017-12-01,75-79 years,Male,14.0
2017-12-01,80-84 years,Female,10.0
2017-12-01,80-84 years,Male,11.0
2017-12-01,85-89 years,Female,10.6875
2017-12-01,85-89 years,Male,8.950819672131148
2017-12-01,90-94 years,Female,0.0
2017-12-01,90-94 years,Male,0.0
2017-12-01,95-99 years,Female,0.0
2017-12-01,95-99 years,Male,0.0
2017-12-01,< 1 year,Female,0.0
2017-12-01,< 1 year,Male,0.0
2017-12-01,Not Stated,Female,0.0
2017-12-01,Not Stated,Male,0.0
2018-01-01,1-4 years,Female,0.0
2018-01-01,1-4 years,Male,0.0
2018-01-01,10-14 years,Female,0.0
2018-01-01,10-14 years,Male,0.0
2018-01-01,100+ years,Female,0.0
2018-01-01,100+ years,Male,0.0
2018-01-01,15-19 years,Female,26.0
2018-01-01,15-19 years,Male,47.0
2018-01-01,20-24 years,Female,96.0
2018-01-01,20-24 years,Male,244.0
2018-01-01,25-29 years,Female,183.0
2018-01-01,25-29 years,Male,468.0
2018-01-01,30-34 years,Female,223.0
2018-01-01,30-34 years,Male,491.0
2018-01-01,35-39 years,Female,243.0
2018-01-01,35-39 years,Male,489.0
2018-01-01,40-44 years,Female,199.0
2018-01-01,40-44 years,Male,395.0
2018-01-01,45-49 years,Female,211.0
2018-01-01,45-49 years,Male,434.0
2018-01-01,5-9 years,Female,0.0
2018-01-01,5-9 years,Male,0.0
2018-01-01,50-54 years,Female,254.0
2018-01-01,50-54 years,Male,411.0
2018-01-01,55-59 years,Female,246.0
2018-01-01,55-59 years,Male,432.0
2018-01-01,60-64 years ,Female,144.0
2018-01-01,60-64 years ,Male,291.0
2018-01-01,65-69 years,Female,74.0
2018-01-01,65-69 years,Male,131.0
2018-01-01,70-74 years,Female,34.0
2018-01-01,70-74 years,Male,48.0
2018-01-01,75-79 years,Female,21.0
2018-01-01,75-79 years,Male,22.0
2018-01-01,80-84 years,Female,10.25
2018-01-01,80-84 years,Male,10.0
2018-01-01,85-89 years,Female,10.75
2018-01-01,85-89 years,Male,8.737704918032787
2018-01-01,90-94 years,Female,0.0
2018-01-01,90-94 years,Male,0.0
2018-01-01,95-99 years,Female,0.0
2018-01-01,95-99 years,Male,0.0
2018-01-01,< 1 year,Female,0.0
2018-01-01,< 1 year,Male,0.0
2018-01-01,Not Stated,Female,0.0
2018-01-01,Not Stated,Male,0.0
2018-02-01,1-4 years,Female,0.0
2018-02-01,1-4 years,Male,0.0
2018-02-01,10-14 years,Female,0.0
2018-02-01,10-14 years,Male,0.0
2018-02-01,100+ years,Female,0.0
2018-02-01,100+ years,Male,0.0
2018-02-01,15-19 years,Female,27.0
2018-02-01,15-19 years,Male,44.0
2018-02-01,20-24 years,Female,86.0
2018-02-01,20-24 years,Male,195.0
2018-02-01,25-29 years,Female,194.0
2018-02-01,25-29 years,Male,424.0
2018-02-01,30-34 years,Female,231.0
2018-02-01,30-34 years,Male,490.0
2018-02-01,35-39 years,Female,226.0
2018-02-01,35-39 years,Male,475.0
2018-02-01,40-44 years,Female,208.0
2018-02-01,40-44 years,Male,379.0
2018-02-01,45-49 years,Female,203.0
2018-02-01,45-49 years,Male,354.0
2018-02-01,5-9 years,Female,0.0
2018-02-01,5-9 years,Male,0.0
2018-02-01,50-54 years,Female,228.0
2018-02-01,50-54 years,Male,406.0
2018-02-01,55-59 years,Female,225.0
2018-02-01,55-59 years,Male,363.0
2018-02-01,60-64 years ,Female,132.0
2018-02-01,60-64 years ,Male,237.0
2018-02-01,65-69 years,Female,67.0
2018-02-01,65-69 years,Male,115.0
2018-02-01,70-74 years,Female,20.0
2018-02-01,70-74 years,Male,28.0
2018-02-01,75-79 years,Female,10.0
2018-02-01,75-79 years,Male,13.0
2018-02-01,80-84 years,Female,10.5
2018-02-01,80-84 years,Male,10.0
2018-02-01,85-89 years,Female,10.8125
2018-02-01,85-89 years,Male,8.524590163934427
2018-02-01,90-94 years,Female,0.0
2018-02-01,90-94 years,Male,0.0
2018-02-01,95-99 years,Female,0.0
2018-02-01,95-99 years,Male,0.0
2018-02-01,< 1 year,Female,0.0
2018-02-01,< 1 year,Male,0.0
2018-02-01,Not Stated,Female,0.0
2018-02-01,Not Stated,Male,0.0
2018-03-01,1-4 years,Female,0.0
2018-03-01,1-4 years,Male,0.0
2018-03-01,10-14 years,Female,0.0
2018-03-01,10-14 years,Male,0.0
2018-03-01,100+ years,Female,0.0
2018-03-01,100+ years,Male,0.0
2018-03-01,15-19 years,Female,22.0
2018-03-01,15-19 years,Male,28.0
2018-03-01,20-24 years,Female,97.0
2018-03-01,20-24 years,Male,266.0
2018-03-01,25-29 years,Female,169.0
2018-03-01,25-29 years,Male,481.0
2018-03-01,30-34 years,Female,220.0
2018-03-01,30-34 years,Male,558.0
2018-03-01,35-39 years,Female,236.0
2018-03-01,35-39 years,Male,504.0
2018-03-01,40-44 years,Female,188.0
2018-03-01,40-44 years,Male,455.0
2018-03-01,45-49 years,Female,253.0
2018-03-01,45-49 years,Male,419.0
2018-03-01,5-9 years,Female,0.0
2018-03-01,5-9 years,Male,0.0
2018-03-01,50-54 years,Female,237.0
2018-03-01,50-54 years,Male,468.0
2018-03-01,55-59 years,Female,244.0
2018-03-01,55-59 years,Male,405.0
2018-03-01,60-64 years ,Female,148.0
2018-03-01,60-64 years ,Male,257.0
2018-03-01,65-69 years,Female,68.0
2018-03-01,65-69 years,Male,142.0
2018-03-01,70-74 years,Female,30.0
2018-03-01,70-74 years,Male,33.0
2018-03-01,75-79 years,Female,14.0
2018-03-01,75-79 years,Male,13.0
2018-03-01,80-84 years,Female,10.75
2018-03-01,80-84 years,Male,10.0
2018-03-01,85-89 years,Female,10.875
2018-03-01,85-89 years,Male,8.311475409836067
2018-03-01,90-94 years,Female,0.0
2018-03-01,90-94 years,Male,0.0
2018-03-01,95-99 years,Female,0.0
2018-03-01,95-99 years,Male,0.0
2018-03-01,< 1 year,Female,0.0
2018-03-01,< 1 year,Male,0.0
2018-03-01,Not Stated,Female,0.0
2018-03-01,Not Stated,Male,0.0
2018-04-01,1-4 years,Female,0.0
2018-04-01,1-4 years,Male,0.0
2018-04-01,10-14 years,Female,0.0
2018-04-01,10-14 years,Male,0.0
2018-04-01,100+ years,Female,0.0
2018-04-01,100+ years,Male,0.0
2018-04-01,15-19 years,Female,32.0
2018-04-01,15-19 years,Male,45.0
2018-04-01,20-24 years,Female,107.0
2018-04-01,20-24 years,Male,221.0
2018-04-01,25-29 years,Female,197.0
2018-04-01,25-29 years,Male,492.0
2018-04-01,30-34 years,Female,205.0
2018-04-01,30-34 years,Male,495.0
2018-04-01,35-39 years,Female,216.0
2018-04-01,35-39 years,Male,522.0
2018-04-01,40-44 years,Female,202.0
2018-04-01,40-44 years,Male,386.0
2018-04-01,45-49 years,Female,235.0
2018-04-01,45-49 years,Male,396.0
2018-04-01,5-9 years,Female,0.0
2018-04-01,5-9 years,Male,0.0
2018-04-01,50-54 years,Female,240.0
2018-04-01,50-54 years,Male,400.0
2018-04-01,55-59 years,Female,235.0
2018-04-01,55-59 years,Male,371.0
2018-04-01,60-64 years ,Female,146.0
2018-04-01,60-64 years ,Male,241.0
2018-04-01,65-69 years,Female,70.0
2018-04-01,65-69 years,Male,142.0
2018-04-01,70-74 years,Female,38.0
2018-04-01,70-74 years,Male,45.0
2018-04-01,75-79 years,Female,17.0
2018-04-01,75-79 years,Male,16.0
2018-04-01,80-84 years,Female,11.0
2018-04-01,80-84 years,Male,11.0
2018-04-01,85-89 years,Female,10.9375
2018-04-01,85-89 years,Male,8.098360655737705
2018-04-01,90-94 years,Female,0.0
2018-04-01,90-94 years,Male,0.0
2018-04-01,95-99 years,Female,0.0
2018-04-01,95-99 years,Male,0.0
2018-04-01,< 1 year,Female,0.0
2018-04-01,< 1 year,Male,0.0
2018-04-01,Not Stated,Female,0.0
2018-04-01,Not Stated,Male,0.0
2018-05-01,1-4 years,Female,0.0
2018-05-01,1-4 years,Male,0.0
2018-05-01,10-14 years,Female,0.0
2018-05-01,10-14 years,Male,0.0
2018-05-01,100+ years,Female,0.0
2018-05-01,100+ years,Male,0.0
2018-05-01,15-19 years,Female,24.0
2018-05-01,15-19 years,Male,48.0
2018-05-01,20-24 years,Female,114.0
2018-05-01,20-24 years,Male,228.0
2018-05-01,25-29 years,Female,176.0
2018-05-01,25-29 years,Male,487.0
2018-05-01,30-34 years,Female,217.0
2018-05-01,30-34 years,Male,546.0
2018-05-01,35-39 years,Female,241.0
2018-05-01,35-39 years,Male,519.0
2018-05-01,40-44 years,Female,167.0
2018-05-01,40-44 years,Male,413.0
2018-05-01,45-49 years,Female,220.0
2018-05-01,45-49 years,Male,443.0
2018-05-01,5-9 years,Female,0.0
2018-05-01,5-9 years,Male,0.0
2018-05-01,50-54 years,Female,267.0
2018-05-01,50-54 years,Male,453.0
2018-05-01,55-59 years,Female,245.0
2018-05-01,55-59 years,Male,406.0
2018-05-01,60-64 years ,Female,112.0
2018-05-01,60-64 years ,Male,266.0
2018-05-01,65-69 years,Female,59.0
2018-05-01,65-69 years,Male,123.0
2018-05-01,70-74 years,Female,26.0
2018-05-01,70-74 years,Male,38.0
2018-05-01,75-79 years,Female,20.0
2018-05-01,75-79 years,Male,24.0
2018-05-01,80-84 years,Female,10.0
2018-05-01,80-84 years,Male,12.0
2018-05-01,85-89 years,Female,11.0
2018-05-01,85-89 years,Male,7.885245901639345
2018-05-01,90-94 years,Female,0.0
2018-05-01,90-94 years,Male,0.0
2018-05-01,95-99 years,Female,0.0
2018-05-01,95-99 years,Male,0.0
2018-05-01,< 1 year,Female,0.0
2018-05-01,< 1 year,Male,0.0
2018-05-01,Not Stated,Female,0.0
2018-05-01,Not Stated,Male,0.0
2018-06-01,1-4 years,Female,0.0
2018-06-01,1-4 years,Male,0.0
2018-06-01,10-14 years,Female,0.0
2018-06-01,10-14 years,Male,0.0
2018-06-01,100+ years,Female,0.0
2018-06-01,100+ years,Male,0.0
2018-06-01,15-19 years,Female,20.0
2018-06-01,15-19 years,Male,42.0
2018-06-01,20-24 years,Female,113.0
2018-06-01,20-24 years,Male,227.0
2018-06-01,25-29 years,Female,180.0
2018-06-01,25-29 years,Male,493.0
2018-06-01,30-34 years,Female,225.0
2018-06-01,30-34 years,Male,526.0
2018-06-01,35-39 years,Female,236.0
2018-06-01,35-39 years,Male,574.0
2018-06-01,40-44 years,Female,206.0
2018-06-01,40-44 years,Male,419.0
2018-06-01,45-49 years,Female,199.0
2018-06-01,45-49 years,Male,401.0
2018-06-01,5-9 years,Female,0.0
2018-06-01,5-9 years,Male,0.0
2018-06-01,50-54 years,Female,241.0
2018-06-01,50-54 years,Male,429.0
2018-06-01,55-59 years,Female,260.0
2018-06-01,55-59 years,Male,419.0
2018-06-01,60-64 years ,Female,139.0
2018-06-01,60-64 years ,Male,287.0
2018-06-01,65-69 years,Female,66.0
2018-06-01,65-69 years,Male,132.0
2018-06-01,70-74 years,Female,25.0
2018-06-01,70-74 years,Male,48.0
2018-06-01,75-79 years,Female,14.0
2018-06-01,75-79 years,Male,14.0
2018-06-01,80-84 years,Female,10.0
2018-06-01,80-84 years,Male,13.0
2018-06-01,85-89 years,Female,10.8
2018-06-01,85-89 years,Male,7.672131147540984
2018-06-01,90-94 years,Female,0.0
2018-06-01,90-94 years,Male,0.0
2018-06-01,95-99 years,Female,0.0
2018-06-01,95-99 years,Male,0.0
2018-06-01,< 1 year,Female,0.0
2018-06-01,< 1 year,Male,0.0
2018-06-01,Not Stated,Female,0.0
2018-06-01,Not Stated,Male,0.0
2018-07-01,1-4 years,Female,0.0
2018-07-01,1-4 years,Male,0.0
2018-07-01,10-14 years,Female,0.0
2018-07-01,10-14 years,Male,0.0
2018-07-01,100+ years,Female,0.0
2018-07-01,100+ years,Male,0.0
2018-07-01,15-19 years,Female,21.0
2018-07-01,15-19 years,Male,37.0
2018-07-01,20-24 years,Female,103.0
2018-07-01,20-24 years,Male,239.0
2018-07-01,25-29 years,Female,203.0
2018-07-01,25-29 years,Male,465.0
2018-07-01,30-34 years,Female,222.0
2018-07-01,30-34 years,Male,551.0
2018-07-01,35-39 years,Female,248.0
2018-07-01,35-39 years,Male,564.0
2018-07-01,40-44 years,Female,230.0
2018-07-01,40-44 years,Male,392.0
2018-07-01,45-49 years,Female,231.0
2018-07-01,45-49 years,Male,437.0
2018-07-01,5-9 years,Female,0.0
2018-07-01,5-9 years,Male,0.0
2018-07-01,50-54 years,Female,253.0
2018-07-01,50-54 years,Male,439.0
2018-07-01,55-59 years,Female,221.0
2018-07-01,55-59 years,Male,422.0
2018-07-01,60-64 years ,Female,158.0
2018-07-01,60-64 years ,Male,294.0
2018-07-01,65-69 years,Female,70.0
2018-07-01,65-69 years,Male,120.0
2018-07-01,70-74 years,Female,38.0
2018-07-01,70-74 years,Male,53.0
2018-07-01,75-79 years,Female,14.0
2018-07-01,75-79 years,Male,24.0
2018-07-01,80-84 years,Female,12.0
2018-07-01,80-84 years,Male,12.0
2018-07-01,85-89 years,Female,10.6
2018-07-01,85-89 years,Male,7.4590163934426235
2018-07-01,90-94 years,Female,0.0
2018-07-01,90-94 years,Male,0.0
2018-07-01,95-99 years,Female,0.0
2018-07-01,95-99 years,Male,0.0
2018-07-01,< 1 year,Female,0.0
2018-07-01,< 1 year,Male,0.0
2018-07-01,Not Stated,Female,0.0
2018-07-01,Not Stated,Male,0.0
2018-08-01,1-4 years,Female,0.0
2018-08-01,1-4 years,Male,0.0
2018-08-01,10-14 years,Female,0.0
2018-08-01,10-14 years,Male,0.0
2018-08-01,100+ years,Female,0.0
2018-08-01,100+ years,Male,0.0
2018-08-01,15-19 years,Female,25.0
2018-08-01,15-19 years,Male,39.0
2018-08-01,20-24 years,Female,106.0
2018-08-01,20-24 years,Male,232.0
2018-08-01,25-29 years,Female,184.0
2018-08-01,25-29 years,Male,453.0
2018-08-01,30-34 years,Female,212.0
2018-08-01,30-34 years,Male,507.0
2018-08-01,35-39 years,Female,244.0
2018-08-01,35-39 years,Male,534.0
2018-08-01,40-44 years,Female,201.0
2018-08-01,40-44 years,Male,460.0
2018-08-01,45-49 years,Female,223.0
2018-08-01,45-49 years,Male,460.0
2018-08-01,5-9 years,Female,0.0
2018-08-01,5-9 years,Male,0.0
2018-08-01,50-54 years,Female,263.0
2018-08-01,50-54 years,Male,417.0
2018-08-01,55-59 years,Female,238.0
2018-08-01,55-59 years,Male,413.0
2018-08-01,60-64 years ,Female,142.0
2018-08-01,60-64 years ,Male,271.0
2018-08-01,65-69 years,Female,67.0
2018-08-01,65-69 years,Male,133.0
2018-08-01,70-74 years,Female,34.0
2018-08-01,70-74 years,Male,50.0
2018-08-01,75-79 years,Female,23.0
2018-08-01,75-79 years,Male,14.0
2018-08-01,80-84 years,Female,12.444444444444445
2018-08-01,80-84 years,Male,11.0
2018-08-01,85-89 years,Female,10.4
2018-08-01,85-89 years,Male,7.245901639344263
2018-08-01,90-94 years,Female,0.0
2018-08-01,90-94 years,Male,0.0
2018-08-01,95-99 years,Female,0.0
2018-08-01,95-99 years,Male,0.0
2018-08-01,< 1 year,Female,0.0
2018-08-01,< 1 year,Male,0.0
2018-08-01,Not Stated,Female,0.0
2018-08-01,Not Stated,Male,0.0
2018-09-01,1-4 years,Female,0.0
2018-09-01,1-4 years,Male,0.0
2018-09-01,10-14 years,Female,0.0
2018-09-01,10-14 years,Male,0.0
2018-09-01,100+ years,Female,0.0
2018-09-01,100+ years,Male,0.0
2018-09-01,15-19 years,Female,26.0
2018-09-01,15-19 years,Male,42.0
2018-09-01,20-24 years,Female,99.0
2018-09-01,20-24 years,Male,229.0
2018-09-01,25-29 years,Female,192.0
2018-09-01,25-29 years,Male,436.0
2018-09-01,30-34 years,Female,208.0
2018-09-01,30-34 years,Male,542.0
2018-09-01,35-39 years,Female,227.0
2018-09-01,35-39 years,Male,490.0
2018-09-01,40-44 years,Female,180.0
2018-09-01,40-44 years,Male,426.0
2018-09-01,45-49 years,Female,187.0
2018-09-01,45-49 years,Male,384.0
2018-09-01,5-9 years,Female,0.0
2018-09-01,5-9 years,Male,0.0
2018-09-01,50-54 years,Female,221.0
2018-09-01,50-54 years,Male,407.0
2018-09-01,55-59 years,Female,215.0
2018-09-01,55-59 years,Male,370.0
2018-09-01,60-64 years ,Female,138.0
2018-09-01,60-64 years ,Male,278.0
2018-09-01,65-69 years,Female,87.0
2018-09-01,65-69 years,Male,136.0
2018-09-01,70-74 years,Female,30.0
2018-09-01,70-74 years,Male,48.0
2018-09-01,75-79 years,Female,20.0
2018-09-01,75-79 years,Male,13.0
2018-09-01,80-84 years,Female,12.88888888888889
2018-09-01,80-84 years,Male,11.5
2018-09-01,85-89 years,Female,10.2
2018-09-01,85-89 years,Male,7.032786885245902
2018-09-01,90-94 years,Female,0.0
2018-09-01,90-94 years,Male,0.0
2018-09-01,95-99 years,Female,0.0
2018-09-01,95-99 years,Male,0.0
2018-09-01,< 1 year,Female,0.0
2018-09-01,< 1 year,Male,0.0
2018-09-01,Not Stated,Female,0.0
2018-09-01,Not Stated,Male,0.0
2018-10-01,1-4 years,Female,0.0
2018-10-01,1-4 years,Male,0.0
2018-10-01,10-14 years,Female,0.0
2018-10-01,10-14 years,Male,0.0
2018-10-01,100+ years,Female,0.0
2018-10-01,100+ years,Male,0.0
2018-10-01,15-19 years,Female,28.0
2018-10-01,15-19 years,Male,38.0
2018-10-01,20-24 years,Female,115.0
2018-10-01,20-24 years,Male,251.0
2018-10-01,25-29 years,Female,159.0
2018-10-01,25-29 years,Male,446.0
2018-10-01,30-34 years,Female,229.0
2018-10-01,30-34 years,Male,481.0
2018-10-01,35-39 years,Female,215.0
2018-10-01,35-39 years,Male,513.0
2018-10-01,40-44 years,Female,193.0
