Month,Age,Sex,Deaths
2013-10-01,15-19 years,Female,17.0
2013-10-01,15-19 years,Male,39.0
2013-10-01,20-24 years,Female,70.0
2013-10-01,20-24 years,Male,176.0
2013-10-01,25-29 years,Female,94.0
2013-10-01,25-29 years,Male,222.0
2013-10-01,30-34 years,Female,134.0
2013-10-01,30-34 years,Male,258.0
2013-10-01,35-39 years,Female,131.0
2013-10-01,35-39 years,Male,257.0
2013-10-01,40-44 years,Female,168.0
2013-10-01,40-44 years,Male,252.0
2013-10-01,45-49 years,Female,188.0
2013-10-01,45-49 years,Male,277.0
2013-10-01,5-9 years,Female,0.0
2013-10-01,5-9 years,Male,0.0
2013-10-01,50-54 years,Female,230.0
2013-10-01,50-54 years,Male,282.0
2013-10-01,55-59 years,Female,178.0
2013-10-01,55-59 years,Male,241.0
2013-10-01,60-64 years ,Female,98.0
2013-10-01,60-64 years ,Male,132.0
2013-10-01,65-69 years,Female,61.0
2013-10-01,65-69 years,Male,59.0
2013-10-01,70-74 years,Female,30.0
2013-10-01,70-74 years,Male,27.0
2013-10-01,75-79 years,Female,13.0
2013-10-01,75-79 years,Male,12.0
2013-10-01,80-84 years,Female,15.0
2013-10-01,80-84 years,Male,12.5
2013-10-01,85-89 years,Female,10.166666666666666
2013-10-01,85-89 years,Male,5.0
2013-10-01,90-94 years,Female,0.0
2013-10-01,90-94 years,Male,0.0
2013-10-01,95-99 years,Female,0.0
2013-10-01,95-99 years,Male,0.0
2013-10-01,< 1 year,Female,0.0
2013-10-01,< 1 year,Male,0.0
2013-10-01,Not Stated,Female,0.0
2013-10-01,Not Stated,Male,0.0
2013-11-01,1-4 years,Female,0.0
2013-11-01,1-4 years,Male,0.0
2013-11-01,10-14 years,Female,0.0
2013-11-01,10-14 years,Male,0.0
2013-11-01,100+ years,Female,0.0
2013-11-01,100+ years,Male,0.0
2013-11-01,15-19 years,Female,22.0
2013-11-01,15-19 years,Male,47.0
2013-11-01,20-24 years,Female,58.0
2013-11-01,20-24 years,Male,174.0
2013-11-01,25-29 years,Female,78.0
2013-11-01,25-29 years,Male,261.0
2013-11-01,30-34 years,Female,118.0
2013-11-01,30-34 years,Male,279.0
2013-11-01,35-39 years,Female,147.0
2013-11-01,35-39 years,Male,235.0
2013-11-01,40-44 years,Female,174.0
2013-11-01,40-44 years,Male,277.0
2013-11-01,45-49 years,Female,204.0
2013-11-01,45-49 years,Male,312.0
2013-11-01,5-9 years,Female,0.0
2013-11-01,5-9 years,Male,0.0
2013-11-01,50-54 years,Female,201.0
2013-11-01,50-54 years,Male,326.0
2013-11-01,55-59 years,Female,162.0
2013-11-01,55-59 years,Male,259.0
2013-11-01,60-64 years ,Female,87.0
2013-11-01,60-64 years ,Male,140.0
2013-11-01,65-69 years,Female,63.0
2013-11-01,65-69 years,Male,54.0
2013-11-01,70-74 years,Female,23.0
2013-11-01,70-74 years,Male,29.0
2013-11-01,75-79 years,Female,12.5
2013-11-01,75-79 years,Male,25.0
2013-11-01,80-84 years,Female,11.0
2013-11-01,80-84 years,Male,12.333333333333334
2013-11-01,85-89 years,Female,10.333333333333334
2013-11-01,85-89 years,Male,3.75
2013-11-01,90-94 years,Female,0.0
2013-11-01,90-94 years,Male,0.0
2013-11-01,95-99 years,Female,0.0
2013-11-01,95-99 years,Male,0.0
2013-11-01,< 1 year,Female,0.0
2013-11-01,< 1 year,Male,0.0
2013-11-01,Not Stated,Female,0.0
2013-11-01,Not Stated,Male,0.0
2013-12-01,1-4 years,Female,0.0
2013-12-01,1-4 years,Male,0.0
2013-12-01,10-14 years,Female,0.0
2013-12-01,10-14 years,Male,0.0
2013-12-01,100+ years,Female,0.0
2013-12-01,100+ years,Male,0.0
2013-12-01,15-19 years,Female,14.0
2013-12-01,15-19 years,Male,41.0
2013-12-01,20-24 years,Female,79.0
2013-12-01,20-24 years,Male,184.0
2013-12-01,25-29 years,Female,108.0
2013-12-01,25-29 years,Male,284.0
2013-12-01,30-34 years,Female,126.0
2013-12-01,30-34 years,Male,286.0
2013-12-01,35-39 years,Female,151.0
2013-12-01,35-39 years,Male,236.0
2013-12-01,40-44 years,Female,163.0
2013-12-01,40-44 years,Male,276.0
2013-12-01,45-49 years,Female,241.0
2013-12-01,45-49 years,Male,278.0
2013-12-01,5-9 years,Female,0.0
2013-12-01,5-9 years,Male,0.0
2013-12-01,50-54 years,Female,256.0
2013-12-01,50-54 years,Male,326.0
2013-12-01,55-59 years,Female,197.0
2013-12-01,55-59 years,Male,284.0
2013-12-01,60-64 years ,Female,106.0
2013-12-01,60-64 years ,Male,149.0
2013-12-01,65-69 years,Female,45.0
2013-12-01,65-69 years,Male,57.0
2013-12-01,70-74 years,Female,18.0
2013-12-01,70-74 years,Male,23.0
2013-12-01,75-79 years,Female,12.0
2013-12-01,75-79 years,Male,12.0
2013-12-01,80-84 years,Female,11.333333333333334
2013-12-01,80-84 years,Male,12.166666666666666
2013-12-01,85-89 years,Female,10.5
2013-12-01,85-89 years,Male,2.5
2013-12-01,90-94 years,Female,0.0
2013-12-01,90-94 years,Male,0.0
2013-12-01,95-99 years,Female,0.0
2013-12-01,95-99 years,Male,0.0
2013-12-01,< 1 year,Female,0.0
2013-12-01,< 1 year,Male,0.0
2013-12-01,Not Stated,Female,0.0
2013-12-01,Not Stated,Male,0.0
2014-01-01,1-4 years,Female,0.0
2014-01-01,1-4 years,Male,0.0
2014-01-01,10-14 years,Female,0.0
2014-01-01,10-14 years,Male,0.0
2014-01-01,100+ years,Female,0.0
2014-01-01,100+ years,Male,0.0
2014-01-01,15-19 years,Female,11.0
2014-01-01,15-19 years,Male,45.0
2014-01-01,20-24 years,Female,75.0
2014-01-01,20-24 years,Male,204.0
2014-01-01,25-29 years,Female,130.0
2014-01-01,25-29 years,Male,244.0
2014-01-01,30-34 years,Female,171.0
2014-01-01,30-34 years,Male,325.0
2014-01-01,35-39 years,Female,154.0
2014-01-01,35-39 years,Male,284.0
2014-01-01,40-44 years,Female,211.0
2014-01-01,40-44 years,Male,265.0
2014-01-01,45-49 years,Female,215.0
2014-01-01,45-49 years,Male,317.0
2014-01-01,5-9 years,Female,0.0
2014-01-01,5-9 years,Male,0.0
2014-01-01,50-54 years,Female,278.0
2014-01-01,50-54 years,Male,337.0
2014-01-01,55-59 years,Female,211.0
2014-01-01,55-59 years,Male,329.0
2014-01-01,60-64 years ,Female,112.0
2014-01-01,60-64 years ,Male,144.0
2014-01-01,65-69 years,Female,50.0
2014-01-01,65-69 years,Male,63.0
2014-01-01,70-74 years,Female,28.0
2014-01-01,70-74 years,Male,22.0
2014-01-01,75-79 years,Female,12.333333333333334
2014-01-01,75-79 years,Male,19.0
2014-01-01,80-84 years,Female,11.666666666666666
2014-01-01,80-84 years,Male,12.0
2014-01-01,85-89 years,Female,10.666666666666666
2014-01-01,85-89 years,Male,1.25
2014-01-01,90-94 years,Female,0.0
2014-01-01,90-94 years,Male,0.0
2014-01-01,95-99 years,Female,0.0
2014-01-01,95-99 years,Male,0.0
2014-01-01,< 1 year,Female,0.0
2014-01-01,< 1 year,Male,0.0
2014-01-01,Not Stated,Female,0.0
2014-01-01,Not Stated,Male,0.0
2014-02-01,1-4 years,Female,0.0
2014-02-01,1-4 years,Male,0.0
2014-02-01,10-14 years,Female,0.0
2014-02-01,10-14 years,Male,0.0
2014-02-01,100+ years,Female,0.0
2014-02-01,100+ years,Male,0.0
2014-02-01,15-19 years,Female,19.0
2014-02-01,15-19 years,Male,38.0
2014-02-01,20-24 years,Female,65.0
2014-02-01,20-24 years,Male,176.0
2014-02-01,25-29 years,Female,121.0
2014-02-01,25-29 years,Male,295.0
2014-02-01,30-34 years,Female,145.0
2014-02-01,30-34 years,Male,277.0
2014-02-01,35-39 years,Female,162.0
2014-02-01,35-39 years,Male,261.0
2014-02-01,40-44 years,Female,189.0
2014-02-01,40-44 years,Male,268.0
2014-02-01,45-49 years,Female,231.0
2014-02-01,45-49 years,Male,315.0
2014-02-01,5-9 years,Female,0.0
2014-02-01,5-9 years,Male,0.0
2014-02-01,50-54 years,Female,249.0
2014-02-01,50-54 years,Male,340.0
2014-02-01,55-59 years,Female,212.0
2014-02-01,55-59 years,Male,264.0
2014-02-01,60-64 years ,Female,107.0
2014-02-01,60-64 years ,Male,158.0
2014-02-01,65-69 years,Female,52.0
2014-02-01,65-69 years,Male,56.0
2014-02-01,70-74 years,Female,21.0
2014-02-01,70-74 years,Male,18.0
2014-02-01,75-79 years,Female,12.666666666666666
2014-02-01,75-79 years,Male,15.5
2014-02-01,80-84 years,Female,12.0
2014-02-01,80-84 years,Male,14.0
2014-02-01,85-89 years,Female,10.833333333333334
2014-02-01,85-89 years,Male,0.0
2014-02-01,90-94 years,Female,0.0
2014-02-01,90-94 years,Male,0.0
2014-02-01,95-99 years,Female,0.0
2014-02-01,95-99 years,Male,0.0
2014-02-01,< 1 year,Female,0.0
2014-02-01,< 1 year,Male,0.0
2014-02-01,Not Stated,Female,0.0
2014-02-01,Not Stated,Male,0.0
2014-03-01,1-4 years,Female,0.0
2014-03-01,1-4 years,Male,0.0
2014-03-01,10-14 years,Female,0.0
2014-03-01,10-14 years,Male,0.0
2014-03-01,100+ years,Female,0.0
2014-03-01,100+ years,Male,0.0
2014-03-01,15-19 years,Female,31.0
2014-03-01,15-19 years,Male,37.0
2014-03-01,20-24 years,Female,86.0
2014-03-01,20-24 years,Male,203.0
2014-03-01,25-29 years,Female,135.0
2014-03-01,25-29 years,Male,286.0
2014-03-01,30-34 years,Female,155.0
2014-03-01,30-34 years,Male,320.0
2014-03-01,35-39 years,Female,168.0
2014-03-01,35-39 years,Male,272.0
2014-03-01,40-44 years,Female,212.0
2014-03-01,40-44 years,Male,284.0
2014-03-01,45-49 years,Female,236.0
2014-03-01,45-49 years,Male,308.0
2014-03-01,5-9 years,Female,0.0
2014-03-01,5-9 years,Male,0.0
2014-03-01,50-54 years,Female,237.0
2014-03-01,50-54 years,Male,363.0
2014-03-01,55-59 years,Female,216.0
2014-03-01,55-59 years,Male,253.0
2014-03-01,60-64 years ,Female,120.0
2014-03-01,60-64 years ,Male,155.0
2014-03-01,65-69 years,Female,52.0
2014-03-01,65-69 years,Male,66.0
2014-03-01,70-74 years,Female,30.0
2014-03-01,70-74 years,Male,17.0
2014-03-01,75-79 years,Female,13.0
2014-03-01,75-79 years,Male,12.0
2014-03-01,80-84 years,Female,14.0
2014-03-01,80-84 years,Male,16.0
2014-03-01,85-89 years,Female,11.0
2014-03-01,85-89 years,Male,1.6666666666666667
2014-03-01,90-94 years,Female,0.0
2014-03-01,90-94 years,Male,0.0
2014-03-01,95-99 years,Female,0.0
2014-03-01,95-99 years,Male,0.0
2014-03-01,< 1 year,Female,0.0
2014-03-01,< 1 year,Male,0.0
2014-03-01,Not Stated,Female,0.0
2014-03-01,Not Stated,Male,0.0
2014-04-01,1-4 years,Female,0.0
2014-04-01,1-4 years,Male,0.0
2014-04-01,10-14 years,Female,0.0
2014-04-01,10-14 years,Male,0.0
2014-04-01,100+ years,Female,0.0
2014-04-01,100+ years,Male,0.0
2014-04-01,15-19 years,Female,20.0
2014-04-01,15-19 years,Male,29.0
2014-04-01,20-24 years,Female,73.0
2014-04-01,20-24 years,Male,188.0
2014-04-01,25-29 years,Female,118.0
2014-04-01,25-29 years,Male,268.0
2014-04-01,30-34 years,Female,106.0
2014-04-01,30-34 years,Male,284.0
2014-04-01,35-39 years,Female,150.0
2014-04-01,35-39 years,Male,268.0
2014-04-01,40-44 years,Female,168.0
2014-04-01,40-44 years,Male,271.0
2014-04-01,45-49 years,Female,207.0
2014-04-01,45-49 years,Male,302.0
2014-04-01,5-9 years,Female,0.0
2014-04-01,5-9 years,Male,0.0
2014-04-01,50-54 years,Female,223.0
2014-04-01,50-54 years,Male,322.0
2014-04-01,55-59 years,Female,188.0
2014-04-01,55-59 years,Male,272.0
2014-04-01,60-64 years ,Female,110.0
2014-04-01,60-64 years ,Male,137.0
2014-04-01,65-69 years,Female,47.0
2014-04-01,65-69 years,Male,55.0
2014-04-01,70-74 years,Female,30.0
2014-04-01,70-74 years,Male,23.0
2014-04-01,75-79 years,Female,10.0
2014-04-01,75-79 years,Male,10.0
2014-04-01,80-84 years,Female,13.0
2014-04-01,80-84 years,Male,14.8
2014-04-01,85-89 years,Female,11.666666666666666
2014-04-01,85-89 years,Male,3.3333333333333335
2014-04-01,90-94 years,Female,0.0
2014-04-01,90-94 years,Male,0.0
2014-04-01,95-99 years,Female,0.0
2014-04-01,95-99 years,Male,0.0
2014-04-01,< 1 year,Female,0.0
2014-04-01,< 1 year,Male,0.0
2014-04-01,Not Stated,Female,0.0
2014-04-01,Not Stated,Male,0.0
2014-05-01,1-4 years,Female,0.0
2014-05-01,1-4 years,Male,0.0
2014-05-01,10-14 years,Female,0.0
2014-05-01,10-14 years,Male,0.0
2014-05-01,100+ years,Female,0.0
2014-05-01,100+ years,Male,0.0
2014-05-01,15-19 years,Female,13.0
2014-05-01,15-19 years,Male,36.0
2014-05-01,20-24 years,Female,68.0
2014-05-01,20-24 years,Male,191.0
2014-05-01,25-29 years,Female,114.0
2014-05-01,25-29 years,Male,287.0
2014-05-01,30-34 years,Female,153.0
2014-05-01,30-34 years,Male,337.0
2014-05-01,35-39 years,Female,152.0
2014-05-01,35-39 years,Male,259.0
2014-05-01,40-44 years,Female,196.0
2014-05-01,40-44 years,Male,270.0
2014-05-01,45-49 years,Female,238.0
2014-05-01,45-49 years,Male,265.0
2014-05-01,5-9 years,Female,0.0
2014-05-01,5-9 years,Male,0.0
2014-05-01,50-54 years,Female,234.0
2014-05-01,50-54 years,Male,337.0
2014-05-01,55-59 years,Female,200.0
2014-05-01,55-59 years,Male,273.0
2014-05-01,60-64 years ,Female,115.0
2014-05-01,60-64 years ,Male,152.0
2014-05-01,65-69 years,Female,62.0
2014-05-01,65-69 years,Male,43.0
2014-05-01,70-74 years,Female,33.0
2014-05-01,70-74 years,Male,27.0
2014-05-01,75-79 years,Female,15.0
2014-05-01,75-79 years,Male,15.0
2014-05-01,80-84 years,Female,13.166666666666666
2014-05-01,80-84 years,Male,13.6
2014-05-01,85-89 years,Female,12.333333333333334
2014-05-01,85-89 years,Male,5.0
2014-05-01,90-94 years,Female,0.0
2014-05-01,90-94 years,Male,0.0
2014-05-01,95-99 years,Female,0.0
2014-05-01,95-99 years,Male,0.0
2014-05-01,< 1 year,Female,0.0
2014-05-01,< 1 year,Male,0.0
2014-05-01,Not Stated,Female,0.0
2014-05-01,Not Stated,Male,0.0
2014-06-01,1-4 years,Female,0.0
2014-06-01,1-4 years,Male,0.0
2014-06-01,10-14 years,Female,0.0
2014-06-01,10-14 years,Male,0.0
2014-06-01,100+ years,Female,0.0
2014-06-01,100+ years,Male,0.0
2014-06-01,15-19 years,Female,20.0
2014-06-01,15-19 years,Male,33.0
2014-06-01,20-24 years,Female,56.0
2014-06-01,20-24 years,Male,193.0
2014-06-01,25-29 years,Female,103.0
2014-06-01,25-29 years,Male,287.0
2014-06-01,30-34 years,Female,135.0
2014-06-01,30-34 years,Male,291.0
2014-06-01,35-39 years,Female,155.0
2014-06-01,35-39 years,Male,251.0
2014-06-01,40-44 years,Female,187.0
2014-06-01,40-44 years,Male,284.0
2014-06-01,45-49 years,Female,162.0
2014-06-01,45-49 years,Male,304.0
2014-06-01,5-9 years,Female,0.0
2014-06-01,5-9 years,Male,0.0
2014-06-01,50-54 years,Female,229.0
2014-06-01,50-54 years,Male,332.0
2014-06-01,55-59 years,Female,199.0
2014-06-01,55-59 years,Male,265.0
2014-06-01,60-64 years ,Female,95.0
2014-06-01,60-64 years ,Male,116.0
2014-06-01,65-69 years,Female,48.0
2014-06-01,65-69 years,Male,62.0
2014-06-01,70-74 years,Female,23.0
2014-06-01,70-74 years,Male,27.0
2014-06-01,75-79 years,Female,16.0
2014-06-01,75-79 years,Male,20.0
2014-06-01,80-84 years,Female,13.333333333333334
2014-06-01,80-84 years,Male,12.4
2014-06-01,85-89 years,Female,13.0
2014-06-01,85-89 years,Male,6.666666666666667
2014-06-01,90-94 years,Female,0.0
2014-06-01,90-94 years,Male,0.0
2014-06-01,95-99 years,Female,0.0
2014-06-01,95-99 years,Male,0.0
2014-06-01,< 1 year,Female,0.0
2014-06-01,< 1 year,Male,0.0
2014-06-01,Not Stated,Female,0.0
2014-06-01,Not Stated,Male,0.0
2014-07-01,1-4 years,Female,0.0
2014-07-01,1-4 years,Male,0.0
2014-07-01,10-14 years,Female,0.0
2014-07-01,10-14 years,Male,0.0
2014-07-01,100+ years,Female,0.0
2014-07-01,100+ years,Male,0.0
2014-07-01,15-19 years,Female,19.0
2014-07-01,15-19 years,Male,41.0
2014-07-01,20-24 years,Female,75.0
2014-07-01,20-24 years,Male,202.0
2014-07-01,25-29 years,Female,107.0
2014-07-01,25-29 years,Male,270.0
2014-07-01,30-34 years,Female,124.0
2014-07-01,30-34 years,Male,322.0
2014-07-01,35-39 years,Female,158.0
2014-07-01,35-39 years,Male,282.0
2014-07-01,40-44 years,Female,150.0
2014-07-01,40-44 years,Male,271.0
2014-07-01,45-49 years,Female,197.0
2014-07-01,45-49 years,Male,339.0
2014-07-01,5-9 years,Female,0.0
2014-07-01,5-9 years,Male,0.0
2014-07-01,50-54 years,Female,227.0
2014-07-01,50-54 years,Male,348.0
2014-07-01,55-59 years,Female,212.0
2014-07-01,55-59 years,Male,273.0
2014-07-01,60-64 years ,Female,103.0
2014-07-01,60-64 years ,Male,145.0
2014-07-01,65-69 years,Female,49.0
2014-07-01,65-69 years,Male,66.0
2014-07-01,70-74 years,Female,19.0
2014-07-01,70-74 years,Male,24.0
2014-07-01,75-79 years,Female,17.0
2014-07-01,75-79 years,Male,17.0
2014-07-01,80-84 years,Female,13.5
2014-07-01,80-84 years,Male,11.2
2014-07-01,85-89 years,Female,13.0
2014-07-01,85-89 years,Male,8.333333333333334
2014-07-01,90-94 years,Female,0.0
2014-07-01,90-94 years,Male,0.0
2014-07-01,95-99 years,Female,0.0
2014-07-01,95-99 years,Male,0.0
2014-07-01,< 1 year,Female,0.0
2014-07-01,< 1 year,Male,0.0
2014-07-01,Not Stated,Female,0.0
2014-07-01,Not Stated,Male,0.0
2014-08-01,1-4 years,Female,0.0
2014-08-01,1-4 years,Male,0.0
2014-08-01,10-14 years,Female,0.0
2014-08-01,10-14 years,Male,0.0
2014-08-01,100+ years,Female,0.0
2014-08-01,100+ years,Male,0.0
2014-08-01,15-19 years,Female,21.0
2014-08-01,15-19 years,Male,40.0
2014-08-01,20-24 years,Female,60.0
2014-08-01,20-24 years,Male,184.0
2014-08-01,25-29 years,Female,108.0
2014-08-01,25-29 years,Male,268.0
2014-08-01,30-34 years,Female,136.0
2014-08-01,30-34 years,Male,329.0
2014-08-01,35-39 years,Female,162.0
2014-08-01,35-39 years,Male,305.0
2014-08-01,40-44 years,Female,165.0
2014-08-01,40-44 years,Male,304.0
2014-08-01,45-49 years,Female,209.0
2014-08-01,45-49 years,Male,322.0
2014-08-01,5-9 years,Female,0.0
2014-08-01,5-9 years,Male,0.0
2014-08-01,50-54 years,Female,249.0
2014-08-01,50-54 years,Male,335.0
2014-08-01,55-59 years,Female,184.0
2014-08-01,55-59 years,Male,268.0
2014-08-01,60-64 years ,Female,100.0
2014-08-01,60-64 years ,Male,160.0
2014-08-01,65-69 years,Female,61.0
2014-08-01,65-69 years,Male,63.0
2014-08-01,70-74 years,Female,30.0
2014-08-01,70-74 years,Male,24.0
2014-08-01,75-79 years,Female,13.0
2014-08-01,75-79 years,Male,14.0
2014-08-01,80-84 years,Female,13.666666666666666
2014-08-01,80-84 years,Male,10.0
2014-08-01,85-89 years,Female,13.0
2014-08-01,85-89 years,Male,10.0
2014-08-01,90-94 years,Female,0.0
2014-08-01,90-94 years,Male,0.0
2014-08-01,95-99 years,Female,0.0
2014-08-01,95-99 years,Male,0.0
2014-08-01,< 1 year,Female,0.0
2014-08-01,< 1 year,Male,0.0
2014-08-01,Not Stated,Female,0.0
2014-08-01,Not Stated,Male,0.0
2014-09-01,1-4 years,Female,0.0
2014-09-01,1-4 years,Male,0.0
2014-09-01,10-14 years,Female,0.0
2014-09-01,10-14 years,Male,0.0
2014-09-01,100+ years,Female,0.0
2014-09-01,100+ years,Male,0.0
2014-09-01,15-19 years,Female,22.0
2014-09-01,15-19 years,Male,44.0
2014-09-01,20-24 years,Female,65.0
2014-09-01,20-24 years,Male,178.0
2014-09-01,25-29 years,Female,101.0
2014-09-01,25-29 years,Male,296.0
2014-09-01,30-34 years,Female,136.0
2014-09-01,30-34 years,Male,304.0
2014-09-01,35-39 years,Female,133.0
2014-09-01,35-39 years,Male,308.0
2014-09-01,40-44 years,Female,167.0
2014-09-01,40-44 years,Male,225.0
2014-09-01,45-49 years,Female,206.0
2014-09-01,45-49 years,Male,278.0
2014-09-01,5-9 years,Female,0.0
2014-09-01,5-9 years,Male,0.0
2014-09-01,50-54 years,Female,230.0
2014-09-01,50-54 years,Male,306.0
2014-09-01,55-59 years,Female,201.0
2014-09-01,55-59 years,Male,247.0
2014-09-01,60-64 years ,Female,100.0
2014-09-01,60-64 years ,Male,140.0
2014-09-01,65-69 years,Female,49.0
2014-09-01,65-69 years,Male,39.0
2014-09-01,70-74 years,Female,19.0
2014-09-01,70-74 years,Male,28.0
2014-09-01,75-79 years,Female,16.0
2014-09-01,75-79 years,Male,12.5
2014-09-01,80-84 years,Female,13.833333333333334
2014-09-01,80-84 years,Male,10.5
2014-09-01,85-89 years,Female,13.0
2014-09-01,85-89 years,Male,10.0
2014-09-01,90-94 years,Female,0.0
2014-09-01,90-94 years,Male,0.0
2014-09-01,95-99 years,Female,0.0
2014-09-01,95-99 years,Male,0.0
2014-09-01,< 1 year,Female,0.0
2014-09-01,< 1 year,Male,0.0
2014-09-01,Not Stated,Female,0.0
2014-09-01,Not Stated,Male,0.0
2014-10-01,1-4 years,Female,0.0
2014-10-01,1-4 years,Male,0.0
2014-10-01,10-14 years,Female,0.0
2014-10-01,10-14 years,Male,0.0
2014-10-01,100+ years,Female,0.0
2014-10-01,100+ years,Male,0.0
2014-10-01,15-19 years,Female,19.0
2014-10-01,15-19 years,Male,36.0
2014-10-01,20-24 years,Female,80.0
2014-10-01,20-24 years,Male,212.0
2014-10-01,25-29 years,Female,122.0
2014-10-01,25-29 years,Male,289.0
2014-10-01,30-34 years,Female,154.0
2014-10-01,30-34 years,Male,331.0
2014-10-01,35-39 years,Female,155.0
2014-10-01,35-39 years,Male,274.0
2014-10-01,40-44 years,Female,186.0
2014-10-01,40-44 years,Male,263.0
2014-10-01,45-49 years,Female,208.0
2014-10-01,45-49 years,Male,305.0
2014-10-01,5-9 years,Female,0.0
2014-10-01,5-9 years,Male,0.0
2014-10-01,50-54 years,Female,244.0
2014-10-01,50-54 years,Male,304.0
2014-10-01,55-59 years,Female,206.0
2014-10-01,55-59 years,Male,272.0
2014-10-01,60-64 years ,Female,108.0
2014-10-01,60-64 years ,Male,152.0
2014-10-01,65-69 years,Female,64.0
2014-10-01,65-69 years,Male,58.0
2014-10-01,70-74 years,Female,29.0
2014-10-01,70-74 years,Male,36.0
2014-10-01,75-79 years,Female,17.0
2014-10-01,75-79 years,Male,11.0
2014-10-01,80-84 years,Female,14.0
2014-10-01,80-84 years,Male,11.0
2014-10-01,85-89 years,Female,12.5
2014-10-01,85-89 years,Male,10.0
2014-10-01,90-94 years,Female,0.0
2014-10-01,90-94 years,Male,0.0
2014-10-01,95-99 years,Female,0.0
2014-10-01,95-99 years,Male,0.0
2014-10-01,< 1 year,Female,0.0
2014-10-01,< 1 year,Male,0.0
2014-10-01,Not Stated,Female,0.0
2014-10-01,Not Stated,Male,0.0
2014-11-01,1-4 years,Female,0.0
2014-11-01,1-4 years,Male,0.0
2014-11-01,10-14 years,Female,0.0
2014-11-01,10-14 years,Male,0.0
2014-11-01,100+ years,Female,0.0
2014-11-01,100+ years,Male,0.0
2014-11-01,15-19 years,Female,18.0
2014-11-01,15-19 years,Male,34.0
2014-11-01,20-24 years,Female,89.0
2014-11-01,20-24 years,Male,186.0
2014-11-01,25-29 years,Female,103.0
2014-11-01,25-29 years,Male,305.0
2014-11-01,30-34 years,Female,138.0
2014-11-01,30-34 years,Male,345.0
2014-11-01,35-39 years,Female,158.0
2014-11-01,35-39 years,Male,295.0
2014-11-01,40-44 years,Female,180.0
2014-11-01,40-44 years,Male,289.0
2014-11-01,45-49 years,Female,209.0
2014-11-01,45-49 years,Male,277.0
2014-11-01,5-9 years,Female,0.0
2014-11-01,5-9 years,Male,0.0
2014-11-01,50-54 years,Female,249.0
2014-11-01,50-54 years,Male,330.0
2014-11-01,55-59 years,Female,193.0
2014-11-01,55-59 years,Male,248.0
2014-11-01,60-64 years ,Female,108.0
2014-11-01,60-64 years ,Male,147.0
2014-11-01,65-69 years,Female,45.0
2014-11-01,65-69 years,Male,71.0
2014-11-01,70-74 years,Female,28.0
2014-11-01,70-74 years,Male,20.0
2014-11-01,75-79 years,Female,16.0
2014-11-01,75-79 years,Male,13.0
2014-11-01,80-84 years,Female,16.666666666666668
2014-11-01,80-84 years,Male,11.5
2014-11-01,85-89 years,Female,12.0
2014-11-01,85-89 years,Male,10.0
2014-11-01,90-94 years,Female,0.0
2014-11-01,90-94 years,Male,0.0
2014-11-01,95-99 years,Female,0.0
2014-11-01,95-99 years,Male,0.0
2014-11-01,< 1 year,Female,0.0
2014-11-01,< 1 year,Male,0.0
2014-11-01,Not Stated,Female,0.0
2014-11-01,Not Stated,Male,0.0
2014-12-01,1-4 years,Female,0.0
2014-12-01,1-4 years,Male,0.0
2014-12-01,10-14 years,Female,0.0
2014-12-01,10-14 years,Male,0.0
2014-12-01,100+ years,Female,0.0
2014-12-01,100+ years,Male,0.0
2014-12-01,15-19 years,Female,21.0
2014-12-01,15-19 years,Male,42.0
2014-12-01,20-24 years,Female,79.0
2014-12-01,20-24 years,Male,219.0
2014-12-01,25-29 years,Female,142.0
2014-12-01,25-29 years,Male,323.0
2014-12-01,30-34 years,Female,154.0
2014-12-01,30-34 years,Male,356.0
2014-12-01,35-39 years,Female,131.0
2014-12-01,35-39 years,Male,283.0
2014-12-01,40-44 years,Female,172.0
2014-12-01,40-44 years,Male,260.0
2014-12-01,45-49 years,Female,223.0
2014-12-01,45-49 years,Male,319.0
2014-12-01,5-9 years,Female,0.0
2014-12-01,5-9 years,Male,0.0
2014-12-01,50-54 years,Female,221.0
2014-12-01,50-54 years,Male,350.0
2014-12-01,55-59 years,Female,189.0
2014-12-01,55-59 years,Male,246.0
2014-12-01,60-64 years ,Female,109.0
2014-12-01,60-64 years ,Male,133.0
2014-12-01,65-69 years,Female,57.0
2014-12-01,65-69 years,Male,68.0
2014-12-01,70-74 years,Female,25.0
2014-12-01,70-74 years,Male,35.0
2014-12-01,75-79 years,Female,21.0
2014-12-01,75-79 years,Male,12.0
2014-12-01,80-84 years,Female,19.333333333333332
2014-12-01,80-84 years,Male,12.0
2014-12-01,85-89 years,Female,11.5
2014-12-01,85-89 years,Male,10.0
2014-12-01,90-94 years,Female,0.0
2014-12-01,90-94 years,Male,0.0
2014-12-01,95-99 years,Female,0.0
2014-12-01,95-99 years,Male,0.0
2014-12-01,< 1 year,Female,0.0
2014-12-01,< 1 year,Male,0.0
2014-12-01,Not Stated,Female,0.0
2014-12-01,Not Stated,Male,0.0
2015-01-01,1-4 years,Female,0.0
2015-01-01,1-4 years,Male,0.0
2015-01-01,10-14 years,Female,0.0
2015-01-01,10-14 years,Male,0.0
2015-01-01,100+ years,Female,0.0
2015-01-01,100+ years,Male,0.0
2015-01-01,15-19 years,Female,16.0
2015-01-01,15-19 years,Male,50.0
2015-01-01,20-24 years,Female,94.0
2015-01-01,20-24 years,Male,202.0
