Month,Age=1-4 years|Sex=Female,Age=1-4 years|Sex=Male,Age=10-14 years|Sex=Female,Age=10-14 years|Sex=Male,Age=100+ years|Sex=Female,Age=100+ years|Sex=Male,Age=15-19 years|Sex=Female,Age=15-19 years|Sex=Male,Age=20-24 years|Sex=Female,Age=20-24 years|Sex=Male,Age=25-29 years|Sex=Female,Age=25-29 years|Sex=Male,Age=30-34 years|Sex=Female,Age=30-34 years|Sex=Male,Age=35-39 years|Sex=Female,Age=35-39 years|Sex=Male,Age=40-44 years|Sex=Female,Age=40-44 years|Sex=Male,Age=45-49 years|Sex=Female,Age=45-49 years|Sex=Male,Age=5-9 years|Sex=Female,Age=5-9 years|Sex=Male,Age=50-54 years|Sex=Female,Age=50-54 years|Sex=Male,Age=55-59 years|Sex=Female,Age=55-59 years|Sex=Male,Age=60-64 years |Sex=Female,Age=60-64 years |Sex=Male,Age=65-69 years|Sex=Female,Age=65-69 years|Sex=Male,Age=70-74 years|Sex=Female,Age=70-74 years|Sex=Male,Age=75-79 years|Sex=Female,Age=75-79 years|Sex=Male,Age=80-84 years|Sex=Female,Age=80-84 years|Sex=Male,Age=85-89 years|Sex=Female,Age=85-89 years|Sex=Male,Age=90-94 years|Sex=Female,Age=90-94 years|Sex=Male,Age=95-99 years|Sex=Female,Age=95-99 years|Sex=Male,Age=< 1 year|Sex=Female,Age=< 1 year|Sex=Male,Age=Not Stated|Sex=Female,Age=Not Stated|Sex=Male
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,29.0,53.0,95.0,283.0,168.0,459.0,177.0,442.0,193.0,462.0,163.0,318.0,246.0,366.0,0.0,0.0,264.0,408.0,232.0,393.0,133.0,193.0,62.0,78.0,22.0,31.0,13.0,16.0,17.0,10.4,11.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,18.0,57.0,88.0,287.0,156.0,401.0,189.0,482.0,212.0,440.0,180.0,336.0,238.0,384.0,0.0,0.0,261.0,400.0,225.0,317.0,135.0,224.0,70.0,83.0,30.0,23.0,14.0,14.0,14.0,10.5,12.0,12.78688524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,32.0,58.0,108.0,284.0,197.0,468.0,232.0,524.0,216.0,442.0,179.0,405.0,243.0,419.0,0.0,0.0,273.0,445.0,226.0,369.0,119.0,220.0,66.0,103.0,27.0,38.0,15.0,18.0,13.25,10.6,12.5,12.573770491803279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,29.0,47.0,101.0,264.0,188.0,467.0,222.0,537.0,225.0,483.0,172.0,404.0,193.0,401.0,0.0,0.0,262.0,382.0,228.0,371.0,125.0,187.0,51.0,89.0,31.0,27.0,10.0,14.0,12.5,10.7,13.0,12.360655737704919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,22.0,44.0,107.0,279.0,164.0,424.0,190.0,492.0,230.0,472.0,183.0,370.0,251.0,366.0,0.0,0.0,238.0,423.0,207.0,352.0,123.0,192.0,38.0,82.0,22.0,30.0,11.0,10.0,11.75,10.8,12.4,12.147540983606557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,29.0,49.0,90.0,270.0,179.0,498.0,208.0,508.0,227.0,486.0,190.0,378.0,232.0,406.0,0.0,0.0,280.0,377.0,231.0,394.0,123.0,190.0,57.0,119.0,10.0,30.0,12.0,16.0,11.0,10.9,11.8,11.934426229508198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,29.0,59.0,105.0,287.0,165.0,461.0,198.0,553.0,219.0,477.0,183.0,354.0,221.0,417.0,0.0,0.0,266.0,422.0,228.0,364.0,139.0,227.0,55.0,91.0,29.0,37.0,14.5,14.0,11.25,11.0,11.2,11.721311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,130.0,306.0,210.0,522.0,218.0,544.0,242.0,549.0,190.0,404.0,251.0,409.0,0.0,0.0,258.0,440.0,235.0,400.0,156.0,247.0,48.0,113.0,37.0,40.0,17.0,13.0,11.5,10.5,10.6,11.508196721311476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,29.0,55.0,150.0,301.0,170.0,504.0,247.0,607.0,235.0,566.0,239.0,471.0,265.0,494.0,0.0,0.0,307.0,469.0,259.0,405.0,131.0,255.0,63.0,121.0,26.0,32.0,20.0,15.0,11.75,10.0,10.0,11.295081967213115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,26.0,44.0,110.0,279.0,199.0,472.0,197.0,534.0,264.0,520.0,209.0,364.0,232.0,435.0,0.0,0.0,246.0,442.0,224.0,375.0,111.0,212.0,71.0,118.0,25.0,27.0,18.0,16.5,12.0,11.0,10.0625,11.081967213114755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,22.0,51.0,128.0,298.0,208.0,533.0,241.0,566.0,242.0,571.0,207.0,401.0,282.0,455.0,0.0,0.0,270.0,463.0,259.0,392.0,181.0,239.0,71.0,120.0,34.0,36.0,24.0,18.0,12.4,12.0,10.125,10.868852459016393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,24.0,39.0,123.0,295.0,162.0,487.0,257.0,562.0,247.0,539.0,211.0,404.0,238.0,409.0,0.0,0.0,278.0,448.0,270.0,434.0,142.0,233.0,57.0,93.0,30.0,36.0,15.0,12.0,12.8,11.88888888888889,10.1875,10.655737704918034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,24.0,49.0,121.0,305.0,189.0,557.0,225.0,543.0,223.0,548.0,198.0,406.0,255.0,447.0,0.0,0.0,310.0,484.0,217.0,420.0,142.0,242.0,72.0,106.0,26.0,39.0,18.0,13.0,13.2,11.777777777777779,10.25,10.442622950819672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,28.0,40.0,99.0,263.0,208.0,543.0,238.0,575.0,219.0,494.0,184.0,395.0,267.0,421.0,0.0,0.0,249.0,438.0,236.0,428.0,151.0,259.0,55.0,112.0,28.0,35.0,11.0,16.0,13.6,11.666666666666666,10.3125,10.229508196721312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,26.0,44.0,114.0,286.0,196.0,506.0,237.0,560.0,242.0,524.0,224.0,417.0,219.0,461.0,0.0,0.0,251.0,434.0,260.0,419.0,143.0,238.0,60.0,102.0,37.0,28.0,15.0,13.0,14.0,11.555555555555555,10.375,10.01639344262295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,18.0,48.0,109.0,236.0,203.0,514.0,217.0,560.0,245.0,537.0,193.0,412.0,241.0,463.0,0.0,0.0,246.0,441.0,241.0,387.0,130.0,251.0,63.0,110.0,40.0,33.0,18.0,15.0,12.0,11.444444444444445,10.4375,9.80327868852459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,25.0,52.0,101.0,296.0,203.0,541.0,207.0,550.0,209.0,480.0,212.0,388.0,228.0,430.0,0.0,0.0,236.0,448.0,233.0,426.0,138.0,245.0,68.0,117.0,29.0,41.0,12.0,15.5,11.5,11.333333333333334,10.5,9.59016393442623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,23.0,41.0,116.0,237.0,180.0,483.0,204.0,494.0,194.0,502.0,204.0,421.0,222.0,388.0,0.0,0.0,269.0,423.0,219.0,400.0,129.0,224.0,71.0,122.0,25.0,33.0,17.0,16.0,11.0,11.222222222222221,10.5625,9.37704918032787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,26.0,47.0,100.0,236.0,207.0,451.0,187.0,550.0,216.0,467.0,184.0,399.0,213.0,410.0,0.0,0.0,257.0,391.0,227.0,403.0,145.0,250.0,63.0,106.0,36.0,37.0,17.0,13.0,10.5,11.11111111111111,10.625,9.163934426229508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,26.0,46.0,124.0,276.0,173.0,478.0,240.0,563.0,264.0,523.0,207.0,404.0,246.0,454.0,0.0,0.0,253.0,445.0,238.0,385.0,141.0,248.0,58.0,121.0,31.0,31.0,12.0,14.0,10.0,11.0,10.6875,8.950819672131148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,26.0,47.0,96.0,244.0,183.0,468.0,223.0,491.0,243.0,489.0,199.0,395.0,211.0,434.0,0.0,0.0,254.0,411.0,246.0,432.0,144.0,291.0,74.0,131.0,34.0,48.0,21.0,22.0,10.25,10.0,10.75,8.737704918032787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,27.0,44.0,86.0,195.0,194.0,424.0,231.0,490.0,226.0,475.0,208.0,379.0,203.0,354.0,0.0,0.0,228.0,406.0,225.0,363.0,132.0,237.0,67.0,115.0,20.0,28.0,10.0,13.0,10.5,10.0,10.8125,8.524590163934427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,97.0,266.0,169.0,481.0,220.0,558.0,236.0,504.0,188.0,455.0,253.0,419.0,0.0,0.0,237.0,468.0,244.0,405.0,148.0,257.0,68.0,142.0,30.0,33.0,14.0,13.0,10.75,10.0,10.875,8.311475409836067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,32.0,45.0,107.0,221.0,197.0,492.0,205.0,495.0,216.0,522.0,202.0,386.0,235.0,396.0,0.0,0.0,240.0,400.0,235.0,371.0,146.0,241.0,70.0,142.0,38.0,45.0,17.0,16.0,11.0,11.0,10.9375,8.098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,24.0,48.0,114.0,228.0,176.0,487.0,217.0,546.0,241.0,519.0,167.0,413.0,220.0,443.0,0.0,0.0,267.0,453.0,245.0,406.0,112.0,266.0,59.0,123.0,26.0,38.0,20.0,24.0,10.0,12.0,11.0,7.885245901639345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,20.0,42.0,113.0,227.0,180.0,493.0,225.0,526.0,236.0,574.0,206.0,419.0,199.0,401.0,0.0,0.0,241.0,429.0,260.0,419.0,139.0,287.0,66.0,132.0,25.0,48.0,14.0,14.0,10.0,13.0,10.8,7.672131147540984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,21.0,37.0,103.0,239.0,203.0,465.0,222.0,551.0,248.0,564.0,230.0,392.0,231.0,437.0,0.0,0.0,253.0,439.0,221.0,422.0,158.0,294.0,70.0,120.0,38.0,53.0,14.0,24.0,12.0,12.0,10.6,7.4590163934426235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,25.0,39.0,106.0,232.0,184.0,453.0,212.0,507.0,244.0,534.0,201.0,460.0,223.0,460.0,0.0,0.0,263.0,417.0,238.0,413.0,142.0,271.0,67.0,133.0,34.0,50.0,23.0,14.0,12.444444444444445,11.0,10.4,7.245901639344263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,26.0,42.0,99.0,229.0,192.0,436.0,208.0,542.0,227.0,490.0,180.0,426.0,187.0,384.0,0.0,0.0,221.0,407.0,215.0,370.0,138.0,278.0,87.0,136.0,30.0,48.0,20.0,13.0,12.88888888888889,11.5,10.2,7.032786885245902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,28.0,38.0,115.0,251.0,159.0,446.0,229.0,481.0,215.0,513.0,193.0,426.0,184.0,427.0,0.0,0.0,202.0,394.0,233.0,365.0,155.0,288.0,63.0,119.0,33.0,55.0,16.0,23.0,13.333333333333334,12.0,10.0,6.8196721311475414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.25,0.0,0.0,0.0,17.0,32.0,79.0,183.0,179.0,430.0,197.0,494.0,208.0,476.0,195.0,408.0,192.0,395.0,0.0,0.0,207.0,373.0,209.0,376.0,119.0,287.0,67.0,132.0,30.0,45.0,19.0,15.0,13.777777777777779,11.0,13.0,6.606557377049181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.5,0.0,0.0,0.0,27.0,37.0,94.0,220.0,163.0,453.0,196.0,519.0,210.0,513.0,209.0,440.0,218.0,412.0,0.0,0.0,215.0,404.0,241.0,405.0,159.0,285.0,66.0,149.0,33.0,48.0,12.0,17.0,14.222222222222221,10.0,12.8,6.39344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.75,0.0,0.0,0.0,23.0,37.0,79.0,211.0,159.0,408.0,211.0,473.0,218.0,522.0,186.0,413.0,226.0,369.0,0.0,0.0,244.0,495.0,220.0,413.0,157.0,302.0,71.0,149.0,36.0,43.0,16.0,16.0,14.666666666666666,11.0,12.6,6.180327868852459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,1.0,0.0,0.0,0.0,28.0,41.0,74.0,197.0,136.0,381.0,207.0,471.0,210.0,446.0,163.0,390.0,209.0,390.0,0.0,0.0,228.0,416.0,218.0,414.0,144.0,267.0,78.0,132.0,23.0,53.0,15.0,24.0,15.11111111111111,11.666666666666666,12.4,5.967213114754099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,1.25,0.0,0.0,0.0,25.0,35.0,86.0,252.0,194.0,479.0,214.0,538.0,239.0,568.0,205.0,467.0,223.0,413.0,0.0,0.0,253.0,407.0,238.0,431.0,160.0,293.0,83.0,136.0,41.0,54.0,18.0,19.0,15.555555555555555,12.333333333333334,12.2,5.754098360655738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.0,0.0,1.5,0.0,0.0,0.0,25.0,38.0,100.0,207.0,168.0,442.0,217.0,455.0,227.0,484.0,199.0,442.0,205.0,390.0,0.0,0.0,183.0,438.0,246.0,404.0,159.0,268.0,78.0,153.0,34.0,51.0,23.0,35.0,16.0,13.0,12.0,5.540983606557377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.0,0.0,1.75,0.0,0.0,0.0,31.0,48.0,98.0,222.0,177.0,428.0,206.0,529.0,229.0,575.0,192.0,462.0,226.0,435.0,0.0,0.0,214.0,417.0,255.0,421.0,166.0,317.0,56.0,146.0,25.0,54.0,22.0,21.0,11.0,12.4,11.833333333333334,5.327868852459017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,2.0,0.0,0.0,0.0,29.0,46.0,94.0,224.0,187.0,459.0,234.0,515.0,219.0,545.0,195.0,471.0,201.0,467.0,0.0,0.0,214.0,399.0,216.0,446.0,143.0,317.0,62.0,144.0,32.0,53.0,12.0,18.0,10.0,11.8,11.666666666666666,5.114754098360656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,2.25,0.0,0.0,0.0,26.0,43.0,102.0,254.0,199.0,499.0,227.0,557.0,236.0,574.0,194.0,457.0,229.0,448.0,0.0,0.0,252.0,494.0,245.0,465.0,146.0,295.0,64.0,153.0,43.0,48.0,17.0,20.0,13.0,11.2,11.5,4.901639344262296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.0,0.0,2.5,0.0,0.0,0.0,26.0,52.0,114.0,244.0,170.0,504.0,247.0,586.0,257.0,586.0,211.0,486.0,211.0,439.0,0.0,0.0,231.0,463.0,233.0,456.0,147.0,309.0,84.0,140.0,43.0,54.0,21.0,17.0,16.0,10.6,11.333333333333334,4.688524590163935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.0,0.0,2.75,0.0,0.0,0.0,29.0,38.0,111.0,230.0,180.0,458.0,235.0,558.0,251.0,560.0,188.0,474.0,210.0,414.0,0.0,0.0,213.0,402.0,215.0,452.0,141.0,282.0,63.0,139.0,40.0,55.0,15.0,24.0,14.0,10.0,11.166666666666666,4.475409836065575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,3.0,0.0,0.0,0.0,25.0,55.0,117.0,272.0,189.0,485.0,231.0,568.0,242.0,569.0,216.0,476.0,219.0,433.0,0.0,0.0,260.0,451.0,210.0,418.0,154.0,317.0,75.0,161.0,33.0,44.0,27.0,12.0,14.0,11.0,11.0,4.262295081967213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,3.25,0.0,0.0,0.0,24.0,52.0,105.0,273.0,187.0,468.0,237.0,537.0,264.0,582.0,205.0,488.0,229.0,435.0,0.0,0.0,234.0,441.0,234.0,511.0,128.0,325.0,77.0,190.0,43.0,52.0,17.0,20.0,10.0,12.0,11.375,4.049180327868854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.2682926829268293,0.0,3.5,0.0,0.0,0.0,23.0,66.0,100.0,255.0,196.0,457.0,236.0,603.0,250.0,605.0,202.0,507.0,217.0,429.0,0.0,0.0,244.0,474.0,241.0,489.0,166.0,328.0,66.0,165.0,38.0,59.0,16.0,26.0,11.0,11.0,11.75,3.836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.5365853658536586,0.5,3.75,0.0,0.0,0.0,46.0,63.0,106.0,252.0,170.0,462.0,235.0,611.0,277.0,631.0,239.0,511.0,224.0,456.0,0.0,0.0,227.0,473.0,262.0,455.0,176.0,389.0,75.0,178.0,45.0,70.0,13.0,18.0,17.0,13.5,12.125,3.6229508196721323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.8048780487804879,1.0,4.0,0.0,0.0,0.0,28.0,72.0,114.0,230.0,165.0,503.0,254.0,567.0,241.0,619.0,232.0,480.0,250.0,471.0,0.0,0.0,221.0,503.0,236.0,455.0,152.0,354.0,86.0,158.0,35.0,60.0,10.0,21.0,13.5,16.0,12.5,3.4098360655737707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,1.0731707317073171,1.5,4.25,0.0,0.0,0.0,34.0,93.0,110.0,332.0,227.0,590.0,272.0,676.0,286.0,692.0,267.0,537.0,238.0,512.0,0.0,0.0,267.0,502.0,276.0,549.0,170.0,333.0,82.0,190.0,33.0,70.0,14.0,16.0,10.0,15.0,12.875,3.196721311475411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,1.3414634146341464,2.0,4.5,0.0,0.0,0.0,47.0,92.0,126.0,393.0,276.0,705.0,314.0,782.0,309.0,733.0,280.0,684.0,243.0,540.0,0.0,0.0,274.0,532.0,258.0,562.0,162.0,386.0,88.0,183.0,30.0,58.0,10.0,24.0,10.5,13.0,13.25,2.9836065573770494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,1.6097560975609757,2.5,4.75,0.0,0.0,0.0,41.0,103.0,147.0,425.0,302.0,733.0,378.0,937.0,379.0,934.0,310.0,760.0,294.0,723.0,0.0,0.0,309.0,706.0,302.0,686.0,194.0,441.0,74.0,216.0,36.0,77.0,17.0,22.0,11.0,11.0,13.625,2.7704918032786896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,1.878048780487805,3.0,5.0,0.0,0.0,0.0,46.0,107.0,134.0,346.0,242.0,658.0,304.0,820.0,340.0,793.0,302.0,628.0,297.0,663.0,0.0,0.0,254.0,599.0,265.0,544.0,160.0,410.0,88.0,178.0,33.0,64.0,14.0,21.0,10.5,11.666666666666666,14.0,2.557377049180328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,2.1463414634146343,3.5,5.25,0.0,0.0,0.0,44.0,95.0,159.0,401.0,241.0,651.0,339.0,776.0,310.0,826.0,299.0,713.0,264.0,627.0,0.0,0.0,294.0,603.0,259.0,636.0,179.0,445.0,91.0,219.0,38.0,76.0,18.0,27.0,10.0,12.333333333333334,10.0,2.3442622950819683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,2.414634146341464,4.0,5.5,0.0,0.0,0.0,45.0,102.0,127.0,396.0,249.0,629.0,325.0,804.0,325.0,816.0,290.0,655.0,298.0,552.0,0.0,0.0,272.0,629.0,249.0,574.0,184.0,407.0,87.0,204.0,37.0,67.0,23.0,22.0,12.0,13.0,10.0,2.1311475409836067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,2.682926829268293,4.5,5.75,0.0,0.0,0.0,33.0,76.0,128.0,334.0,232.0,536.0,268.0,747.0,308.0,720.0,258.0,625.0,243.0,517.0,0.0,0.0,275.0,554.0,261.0,552.0,179.0,362.0,81.0,172.0,36.0,66.0,17.0,16.0,13.0,12.5,10.0,1.918032786885247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,2.951219512195122,5.0,6.0,0.0,0.0,0.0,44.0,84.0,134.0,340.0,204.0,564.0,274.0,639.0,290.0,691.0,265.0,607.0,256.0,538.0,0.0,0.0,270.0,537.0,241.0,519.0,192.0,359.0,75.0,189.0,29.0,71.0,22.0,25.0,11.0,12.0,10.0,1.7049180327868854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,3.2195121951219514,5.5,6.25,0.0,0.0,0.0,43.0,91.0,120.0,300.0,192.0,551.0,261.0,705.0,288.0,737.0,256.0,619.0,227.0,492.0,0.0,0.0,242.0,532.0,268.0,533.0,208.0,360.0,83.0,199.0,24.0,69.0,20.0,19.0,11.0,11.0,10.0,1.4918032786885256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,3.487804878048781,6.0,6.5,0.0,0.0,0.0,30.0,106.0,127.0,344.0,214.0,567.0,293.0,724.0,305.0,740.0,283.0,635.0,262.0,523.0,0.0,0.0,258.0,594.0,252.0,525.0,185.0,408.0,99.0,182.0,38.0,67.0,14.0,20.0,14.0,10.0,10.0,1.278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,3.75609756097561,6.5,6.75,0.0,0.0,0.0,46.0,98.0,164.0,376.0,252.0,644.0,339.0,855.0,354.0,823.0,311.0,672.0,272.0,609.0,0.0,0.0,308.0,661.0,297.0,639.0,240.0,528.0,95.0,251.0,42.0,74.0,22.0,23.0,13.0,14.0,10.0,1.0655737704918042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,4.024390243902439,7.0,7.0,0.0,0.0,0.0,40.0,78.0,164.0,303.0,222.0,597.0,300.0,687.0,324.0,746.0,262.0,622.0,252.0,535.0,0.0,0.0,273.0,596.0,279.0,551.0,186.0,445.0,79.0,205.0,31.0,75.0,13.0,25.0,12.0,10.0,10.0,0.8524590163934427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,4.2926829268292686,7.5,7.25,0.0,0.0,0.0,46.0,129.0,185.0,388.0,286.0,680.0,348.0,867.0,384.0,832.0,388.0,736.0,305.0,683.0,0.0,0.0,315.0,664.0,333.0,622.0,216.0,495.0,108.0,256.0,44.0,77.0,22.0,46.0,14.0,14.0,10.0,0.6393442622950829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,4.560975609756098,8.0,7.5,0.0,0.0,0.0,59.0,112.0,157.0,393.0,254.0,656.0,319.0,873.0,366.0,915.0,354.0,825.0,303.0,687.0,0.0,0.0,342.0,681.0,305.0,715.0,215.0,508.0,110.0,253.0,39.0,94.0,19.0,22.0,14.0,12.0,10.0,0.42622950819672134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,4.829268292682928,8.5,7.75,0.6875,0.0,0.0,66.0,125.0,156.0,369.0,224.0,657.0,335.0,915.0,342.0,888.0,357.0,805.0,306.0,656.0,0.0,0.0,305.0,708.0,311.0,663.0,218.0,491.0,97.0,284.0,38.0,87.0,22.0,20.0,14.0,11.0,10.0,0.21311475409836156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,5.097560975609756,9.0,8.0,1.375,0.0,0.0,48.0,94.0,150.0,359.0,226.0,637.0,313.0,845.0,332.0,881.0,314.0,776.0,284.0,674.0,0.0,0.0,307.0,645.0,319.0,705.0,208.0,488.0,120.0,256.0,44.0,73.0,23.0,25.0,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,5.365853658536586,9.5,8.25,2.0625,0.0,0.0,51.0,100.0,134.0,346.0,260.0,632.0,357.0,857.0,371.0,875.0,357.0,855.0,314.0,674.0,0.0,0.0,293.0,686.0,316.0,681.0,248.0,520.0,115.0,271.0,41.0,70.0,18.0,27.0,14.0,13.0,10.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,5.634146341463415,10.0,8.5,2.75,0.0,0.0,46.0,99.0,138.0,355.0,246.0,699.0,319.0,889.0,370.0,856.0,363.0,808.0,284.0,708.0,0.0,0.0,319.0,690.0,300.0,682.0,253.0,473.0,123.0,247.0,47.0,82.0,24.0,34.0,10.0,13.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,5.902439024390244,10.142857142857142,8.75,3.4375,0.0,0.0,45.0,94.0,137.0,290.0,229.0,639.0,378.0,818.0,352.0,844.0,319.0,732.0,298.0,622.0,0.0,0.0,293.0,662.0,305.0,697.0,223.0,506.0,110.0,256.0,50.0,103.0,13.0,29.0,14.5,16.0,10.0,12.863636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,6.170731707317073,10.285714285714286,9.0,4.125,0.0,0.0,46.0,84.0,132.0,301.0,212.0,603.0,328.0,871.0,343.0,853.0,315.0,753.0,252.0,610.0,0.0,0.0,308.0,660.0,290.0,646.0,234.0,493.0,99.0,243.0,54.0,76.0,17.0,24.0,19.0,14.0,10.0,12.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
